Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with Desmond Bane,Shared Games with Dillon Brooks,Shared Games with Ja Morant,Shared Games with Jacob Gilyard,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,Desmond Bane,Dillon Brooks,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with Desmond Bane,co_inf with Dillon Brooks,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,21-206,MEM,,NYK,W (+3),0,12:46,0.0,6.0,.000,0.0,2.0,.000,0,0.0,,2.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.5,-5,4.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,-3.0,105.0,5.833333333333333,-2.5,102.1,5.672222222222222
1,2,2,2022-10-21,21-208,MEM,@,HOU,W (+7),0,22:32,3.0,6.0,.500,2.0,5.0,.400,0,0.0,,0.0,2.0,2.0,0.0,1.0,0.0,2.0,4.0,8.0,3.0,0,1.0,1.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,3.0,85.0,4.722222222222222,3.0,102.8,5.711111111111111
2,3,3,2022-10-22,21-209,MEM,@,DAL,L (-41),0,23:26,5.0,12.0,.417,0.0,4.0,.000,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,1.0,4.0,12.0,5.0,-36,8.0,5.0,0.625,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,1.0,41.0,2.2777777777777777,4.199999999999999,42.9,2.3833333333333333
3,4,4,2022-10-24,21-211,MEM,,BRK,W (+10),0,7:40,0.0,5.0,.000,0.0,4.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,-2.9,-2,1.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,-3.0,87.0,4.833333333333333,-2.9,111.2,6.177777777777778
4,5,5,2022-10-27,21-214,MEM,@,SAC,W (+15),0,18:15,1.0,4.0,.250,0.0,3.0,.000,0,0.0,,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,1.2,+11,1.0,1.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,2.0,101.0,5.611111111111111,1.2000000000000002,101.29999999999998,5.627777777777776
5,6,6,2022-10-29,21-216,MEM,@,UTA,L (-1),0,27:09,4.0,5.0,.800,2.0,3.0,.667,0,0.0,,2.0,5.0,7.0,2.0,2.0,2.0,2.0,3.0,10.0,12.6,+7,2.0,2.0,1.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,16.0,84.0,4.666666666666667,12.599999999999998,86.19999999999999,4.788888888888888
6,7,7,2022-10-31,21-218,MEM,@,UTA,L (-16),0,28:48,0.0,8.0,.000,0.0,4.0,.000,2,2.0,1.000,2.0,4.0,6.0,0.0,2.0,1.0,0.0,1.0,2.0,1.3,-20,4.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,1.0,36.0,2.0,0.5000000000000001,64.3,3.572222222222222
7,8,8,2022-11-02,21-220,MEM,@,POR,W (+5),0,19:01,3.0,6.0,.500,3.0,6.0,.500,1,2.0,.500,0.0,1.0,1.0,2.0,2.0,0.0,0.0,3.0,10.0,9.1,+5,0.0,0.0,,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,7.0,81.0,4.5,8.7,81.4,4.522222222222222
8,9,9,2022-11-04,21-222,MEM,,CHO,W (+31),0,27:41,4.0,8.0,.500,2.0,5.0,.400,1,2.0,.500,1.0,1.0,2.0,0.0,0.0,1.0,1.0,3.0,11.0,6.1,+12,3.0,2.0,0.6666666666666666,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,3.0,107.0,5.944444444444445,5.699999999999999,106.1,5.894444444444444
9,10,10,2022-11-06,21-224,MEM,,WAS,W (+6),0,15:34,1.0,3.0,.333,1.0,2.0,.500,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.6,-4,1.0,0.0,0.0,46,1,46,61,50,1,35,51,61,35,24,65,35,68,15,54,28,56.0,11.0,58.0,73.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.8214285714285714,0.0909090909090909,0.7931034482758621,0.8356164383561644,0.819672131147541,1.0,1.0,0.8095238095238095,0.8472222222222222,0.9722222222222222,1.0,0.8441558441558441,0.8333333333333334,0.85,1.0,0.8852459016393442,0.7567567567567568,21,59.0,73.0,0.3559322033898305,0.0,18,1.0,61.0,3.388888888888889,1.6,71.7,3.9833333333333334
