Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Brandon Clarke,Shared Games with Danny Green,Shared Games with David Roddy,Shared Games with Desmond Bane,Shared Games with Ja Morant,Shared Games with Jake LaRavia,Shared Games with Jaren Jackson Jr.,Shared Games with John Konchar,Shared Games with Kennedy Chandler,Shared Games with Kenneth Lofton Jr.,Shared Games with Santi Aldama,Shared Games with Steven Adams,Shared Games with Tyus Jones,Shared Games with Vince Williams Jr.,Shared Games with Xavier Tillman Sr.,Shared Games with Ziaire Williams,Brandon Clarke,Danny Green,David Roddy,Desmond Bane,Ja Morant,Jacob Gilyard,Jake LaRavia,Jaren Jackson Jr.,John Konchar,Kennedy Chandler,Kenneth Lofton Jr.,Santi Aldama,Steven Adams,Tyus Jones,Vince Williams Jr.,Xavier Tillman Sr.,Ziaire Williams,co_inf with Brandon Clarke,co_inf with Danny Green,co_inf with David Roddy,co_inf with Desmond Bane,co_inf with Ja Morant,co_inf with Jacob Gilyard,co_inf with Jake LaRavia,co_inf with Jaren Jackson Jr.,co_inf with John Konchar,co_inf with Kennedy Chandler,co_inf with Kenneth Lofton Jr.,co_inf with Santi Aldama,co_inf with Steven Adams,co_inf with Tyus Jones,co_inf with Vince Williams Jr.,co_inf with Xavier Tillman Sr.,co_inf with Ziaire Williams,Shared Games with Luke Kennard,Luke Kennard,Trae Young,co_inf with Luke Kennard,co_inf with Trae Young,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,26-270,MEM,,NYK,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,,102.0,6.0,0.0,92.4,5.435294117647059
1,2,,2022-10-21,26-272,MEM,@,HOU,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,,88.0,5.176470588235294,0.0,105.8,6.223529411764706
2,3,,2022-10-22,26-273,MEM,@,DAL,L (-41),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,,42.0,2.4705882352941178,0.0,47.1,2.7705882352941176
3,4,1,2022-10-24,26-275,MEM,,BRK,W (+10),1,24:10,2.0,13.0,.154,0.0,5.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,4.0,-6.8,+7,8.0,2.0,0.25,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,-10.0,94.0,5.529411764705882,-6.8,115.09999999999998,6.770588235294117
4,5,2,2022-10-27,26-278,MEM,@,SAC,W (+15),1,26:15,4.0,12.0,.333,3.0,6.0,.500,0,0.0,,0.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,11.0,3.8,-7,6.0,1.0,0.1666666666666666,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,1.0,102.0,6.0,3.8000000000000007,98.7,5.805882352941176
5,6,3,2022-10-29,26-280,MEM,@,UTA,L (-1),1,29:09,12.0,20.0,.600,4.0,7.0,.571,2,2.0,1.000,0.0,2.0,2.0,4.0,3.0,0.0,2.0,5.0,30.0,23.2,+9,13.0,8.0,0.6153846153846154,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,15.0,85.0,5.0,22.399999999999995,76.4,4.4941176470588236
6,7,4,2022-10-31,26-282,MEM,@,UTA,L (-16),1,29:50,6.0,16.0,.375,3.0,7.0,.429,4,8.0,.500,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,19.0,9.1,-2,9.0,3.0,0.3333333333333333,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,-1.0,38.0,2.235294117647059,7.4999999999999964,57.3,3.3705882352941177
7,8,5,2022-11-02,26-284,MEM,@,POR,W (+5),1,29:34,3.0,7.0,.429,1.0,2.0,.500,2,2.0,1.000,0.0,2.0,2.0,0.0,1.0,0.0,0.0,3.0,9.0,5.7,-2,5.0,2.0,0.4,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,3.0,85.0,5.0,4.9,85.2,5.011764705882353
8,9,6,2022-11-04,26-286,MEM,,CHO,W (+31),1,22:08,8.0,12.0,.667,6.0,7.0,.857,1,2.0,.500,1.0,3.0,4.0,4.0,0.0,0.0,1.0,4.0,23.0,19.2,+31,5.0,2.0,0.4,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,16.0,94.0,5.529411764705882,18.8,93.0,5.470588235294118
9,10,7,2022-11-06,26-288,MEM,,WAS,W (+6),1,30:29,4.0,14.0,.286,0.0,4.0,.000,1,1.0,1.000,1.0,4.0,5.0,1.0,2.0,0.0,0.0,1.0,9.0,5.0,+3,10.0,4.0,0.4,51,2,61,50,55,31,58,64,34,20,69,38,72,13,53,33,56.0,11.0,70.0,58.0,61.0,1,35.0,63.0,72.0,36.0,24.0,77.0,42.0,80.0,15.0,61.0,37.0,0.9107142857142856,0.1818181818181818,0.8714285714285714,0.8620689655172413,0.9016393442622952,0.0,0.8857142857142857,0.9206349206349206,0.8888888888888888,0.9444444444444444,0.8333333333333334,0.8961038961038961,0.9047619047619048,0.9,0.8666666666666667,0.8688524590163934,0.8918918918918919,18,59.0,73.0,0.3050847457627119,0.0,17,2.0,60.0,3.5294117647058822,4.599999999999998,68.7,4.041176470588235
