Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alperen Şengün,Shared Games with Bruno Fernando,Shared Games with Daishen Nix,Shared Games with Darius Days,Shared Games with Eric Gordon,Shared Games with Garrison Mathews,Shared Games with Jabari Smith Jr.,Shared Games with Jae'Sean Tate,Shared Games with Jalen Green,Shared Games with Josh Christopher,Shared Games with Kenyon Martin Jr.,Shared Games with Kevin Porter Jr.,Shared Games with Tari Eason,Shared Games with Trevor Hudgins,Shared Games with TyTy Washington Jr.,Shared Games with Usman Garuba,Alperen Şengün,Bruno Fernando,Daishen Nix,Darius Days,Eric Gordon,Garrison Mathews,Jabari Smith Jr.,Jae'Sean Tate,Jalen Green,Josh Christopher,Kenyon Martin Jr.,Kevin Porter Jr.,Tari Eason,Trevor Hudgins,TyTy Washington Jr.,Usman Garuba,Willie Cauley-Stein,co_inf with Alperen Şengün,co_inf with Bruno Fernando,co_inf with Daishen Nix,co_inf with Darius Days,co_inf with Eric Gordon,co_inf with Garrison Mathews,co_inf with Jabari Smith Jr.,co_inf with Jae'Sean Tate,co_inf with Jalen Green,co_inf with Josh Christopher,co_inf with Kenyon Martin Jr.,co_inf with Kevin Porter Jr.,co_inf with Tari Eason,co_inf with Trevor Hudgins,co_inf with TyTy Washington Jr.,co_inf with Usman Garuba,co_inf with Willie Cauley-Stein,Shared Games with Frank Kaminsky,Shared Games with Justin Holiday,Frank Kaminsky,Jarrett Culver,John Wall,co_inf with Frank Kaminsky,co_inf with John Wall,co_inf with Jarrett Culver,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,34-065,HOU,@,ATL,L (-10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,,43.0,2.388888888888889,0.0,50.5,2.8055555555555554
1,2,,2022-10-21,34-067,HOU,,MEM,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,,47.0,2.611111111111111,0.0,65.0,3.611111111111111
2,3,1,2022-10-22,34-068,HOU,@,MIL,L (-20),0,3:47,1.0,2.0,.500,0.0,0.0,,1,1.0,1.000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,2.7,-2,2.0,1.0,0.5,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,1.0,66.0,3.6666666666666665,2.3,71.19999999999997,3.955555555555554
3,4,2,2022-10-24,34-070,HOU,,UTA,W (+6),0,3:32,0.0,0.0,,0.0,0.0,,1,2.0,.500,1.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.9,-1,0.0,0.0,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,1.0,54.0,3.0,0.4999999999999998,66.7,3.7055555555555557
4,5,3,2022-10-26,34-072,HOU,@,UTA,L (-8),0,1:49,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,0.0,40.0,2.2222222222222223,0.0,31.0,1.7222222222222223
5,6,,2022-10-28,34-074,HOU,@,POR,L (-14),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,,53.0,2.9444444444444446,0.0,62.80000000000001,3.4888888888888894
6,7,,2022-10-30,34-076,HOU,@,PHO,L (-15),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,,56.0,3.111111111111111,0.0,68.79999999999998,3.822222222222221
7,8,,2022-10-31,34-077,HOU,@,LAC,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,,38.0,2.111111111111111,0.0,47.4,2.6333333333333333
8,9,,2022-11-02,34-079,HOU,,LAC,L (-8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,,61.0,3.388888888888889,0.0,62.900000000000006,3.494444444444445
9,10,4,2022-11-05,34-082,HOU,@,MIN,L (-12),0,3:05,0.0,1.0,.000,0.0,0.0,,1,2.0,.500,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.8,+4,1.0,0.0,0.0,28,8,26,2,14,12,30,8,29,27,31,22,31,4,17,30,75.0,39.0,57.0,4.0,69.0,54.0,79.0,31.0,76.0,64.0,82.0,59.0,82.0,5.0,31.0,75.0,,0.3733333333333333,0.2051282051282051,0.4561403508771929,0.5,0.2028985507246377,0.2222222222222222,0.379746835443038,0.2580645161290322,0.3815789473684211,0.421875,0.3780487804878049,0.3728813559322034,0.3780487804878049,0.8,0.5483870967741935,0.4,,5,10,36.0,10.0,34.0,0.1388888888888889,0.0,0.0,18,0.0,44.0,2.4444444444444446,0.3999999999999998,61.79999999999999,3.4333333333333327
