Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Daniel Gafford,Shared Games with Delon Wright,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Isaiah Todd,Shared Games with Jay Huff,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Vernon Carey Jr.,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Jay Huff,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Jay Huff,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Holiday,Shared Games with Aaron Nesmith,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with AJ Griffin,Shared Games with Al Horford,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Nembhard,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Al Horford,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Corey Kispert,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Al Horford,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,23-230,WAS,@,IND,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,152.0,4.222222222222222,0.0,162.79999999999995,4.522222222222221
1,2,,2022-10-21,23-232,WAS,,CHI,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,156.0,4.333333333333333,0.0,160.0,4.444444444444445
2,3,,2022-10-23,23-234,WAS,@,CLE,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,131.0,3.638888888888889,0.0,149.00000000000003,4.138888888888889
3,4,,2022-10-25,23-236,WAS,,DET,W (+21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,195.0,5.416666666666667,0.0,196.6,5.461111111111111
4,5,,2022-10-28,23-239,WAS,,IND,L (-10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,128.0,3.555555555555556,0.0,157.4,4.372222222222223
5,6,,2022-10-30,23-241,WAS,@,BOS,L (-18),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,122.0,3.388888888888889,0.0,121.60000000000002,3.377777777777778
6,7,,2022-10-31,23-242,WAS,,PHI,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,141.0,3.9166666666666665,0.0,158.00000000000003,4.388888888888889
7,8,,2022-11-02,23-244,WAS,@,PHI,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,,179.0,4.972222222222222,0.0,199.8,5.550000000000001
8,9,1,2022-11-04,23-246,WAS,,BRK,L (-42),0,18:07,0.0,6.0,.000,0.0,5.0,.000,2,2.0,1.000,0.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,-2.5,-9,1.0,0.0,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,-5.0,98.0,2.7222222222222223,-3.3,97.2,2.7
9,10,2,2022-11-06,23-248,WAS,@,MEM,L (-6),1,23:47,3.0,6.0,.500,0.0,3.0,.000,0,1.0,.000,0.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,6.0,5.6,-15,3.0,3.0,1.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,51,42,70,46,68,4,3,6,24,60,57,56,54,6,22,46,10,32,59.0,50.0,78.0,50.0,76.0,6.0,6.0,7.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,74.0,61.0,0.864406779661017,0.84,0.8974358974358975,0.92,0.8947368421052632,0.6666666666666666,0.5,0.8571428571428571,0.8571428571428571,0.967741935483871,0.0,0.8769230769230769,0.875,0.0,0.8709677419354839,0.6666666666666666,0.3492063492063492,0.9387755102040816,0.9090909090909092,0.5714285714285714,0.0,36,5.0,164.0,4.555555555555555,5.6,138.6,3.8499999999999996
