Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Gill,Shared Games with Bradley Beal,Shared Games with Corey Kispert,Shared Games with Daniel Gafford,Shared Games with Deni Avdija,Shared Games with Devon Dotson,Shared Games with Johnny Davis,Shared Games with Jordan Goodwin,Shared Games with Kristaps Porziņģis,Shared Games with Kyle Kuzma,Shared Games with Monte Morris,Shared Games with Quenton Jackson,Shared Games with Rui Hachimura,Shared Games with Taj Gibson,Shared Games with Will Barton,Anthony Gill,Bradley Beal,Corey Kispert,Daniel Gafford,Delon Wright,Deni Avdija,Devon Dotson,Isaiah Todd,Johnny Davis,Jordan Goodwin,Jordan Schakel,Kristaps Porziņģis,Kyle Kuzma,Monte Morris,Quenton Jackson,Rui Hachimura,Taj Gibson,Vernon Carey Jr.,Will Barton,Xavier Cooks,co_inf with Anthony Gill,co_inf with Bradley Beal,co_inf with Corey Kispert,co_inf with Daniel Gafford,co_inf with Delon Wright,co_inf with Deni Avdija,co_inf with Devon Dotson,co_inf with Isaiah Todd,co_inf with Johnny Davis,co_inf with Jordan Goodwin,co_inf with Jordan Schakel,co_inf with Kristaps Porziņģis,co_inf with Kyle Kuzma,co_inf with Monte Morris,co_inf with Quenton Jackson,co_inf with Rui Hachimura,co_inf with Taj Gibson,co_inf with Vernon Carey Jr.,co_inf with Will Barton,co_inf with Xavier Cooks,Shared Games with A.J. Green,Shared Games with A.J. Lawson,Shared Games with Aaron Gordon,Shared Games with Aaron Holiday,Shared Games with Aaron Wiggins,Shared Games with Admiral Schofield,Shared Games with Alec Burks,Shared Games with Aleksej Pokusevski,Shared Games with Alex Len,Shared Games with Alize Johnson,Shared Games with Alperen Şengün,Shared Games with Amir Coffey,Shared Games with Andre Drummond,Shared Games with Andre Iguodala,Shared Games with Andrew Wiggins,A.J. Green,A.J. Lawson,Aaron Gordon,Aaron Holiday,Aaron Nesmith,Aaron Wiggins,Admiral Schofield,AJ Griffin,Alec Burks,Aleksej Pokusevski,Alex Caruso,Alex Len,Alize Johnson,Alondes Williams,Alperen Şengün,Amir Coffey,Andre Drummond,Andre Iguodala,Andrew Nembhard,Andrew Wiggins,Anfernee Simons,Jay Huff,Marcus Smart,co_inf with A.J. Green,co_inf with A.J. Lawson,co_inf with Aaron Gordon,co_inf with Aaron Holiday,co_inf with Aaron Nesmith,co_inf with Aaron Wiggins,co_inf with Admiral Schofield,co_inf with AJ Griffin,co_inf with Alec Burks,co_inf with Aleksej Pokusevski,co_inf with Alex Caruso,co_inf with Alex Len,co_inf with Alize Johnson,co_inf with Alondes Williams,co_inf with Alperen Şengün,co_inf with Amir Coffey,co_inf with Andre Drummond,co_inf with Andre Iguodala,co_inf with Andrew Nembhard,co_inf with Andrew Wiggins,co_inf with Anfernee Simons,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2023-03-02,24-189,WAS,,TOR,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,152.0,5.066666666666666,0.0,150.2,5.006666666666666
1,2,,2023-03-04,24-191,WAS,,TOR,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,156.0,5.2,0.0,145.2,4.84
2,3,,2023-03-05,24-192,WAS,,MIL,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,131.0,4.366666666666666,0.0,132.60000000000002,4.420000000000001
3,4,,2023-03-07,24-194,WAS,@,DET,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,195.0,6.5,0.0,174.99999999999997,5.833333333333332
4,5,,2023-03-08,24-195,WAS,,ATL,L (-2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,128.0,4.266666666666667,0.0,158.8,5.293333333333334
5,6,,2023-03-10,24-197,WAS,,ATL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,122.0,4.066666666666666,0.0,119.60000000000002,3.9866666666666672
6,7,,2023-03-12,24-199,WAS,@,PHI,L (-19),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,141.0,4.7,0.0,158.00000000000003,5.2666666666666675
7,8,1,2023-03-14,24-201,WAS,,DET,W (+20),0,3:15,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,-2.4,-3,0.0,0.0,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,-2.0,183.0,6.1,-2.4,204.6,6.819999999999999
8,9,,2023-03-17,24-204,WAS,@,CLE,L (-23),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,,88.0,2.933333333333333,0.0,90.6,3.02
9,10,2,2023-03-18,24-205,WAS,,SAC,L (-14),0,5:30,1.0,1.0,1.000,0.0,0.0,,3,3.0,1.000,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,5.6,+8,1.0,1.0,1.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,6,4,6,7,7,2,2,6,6,6,4,1,3,4,7,59.0,50.0,74.0,78.0,50.0,76.0,6.0,6.0,28.0,62.0,2.0,65.0,64.0,61.0,62.0,9.0,63.0,49.0,11.0,56.0,10.0,7.0,61.0,0.1016949152542373,0.08,0.081081081081081,0.0897435897435897,0.0,0.0921052631578947,0.3333333333333333,0.0,0.0714285714285714,0.0967741935483871,0.0,0.0923076923076923,0.09375,0.0,0.064516129032258,0.1111111111111111,0.0476190476190476,0.0816326530612244,0.0,0.125,0.0,30,4.0,166.0,5.533333333333333,4.4,141.0,4.7
