Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Caris LeVert,Shared Games with Cedi Osman,Shared Games with Darius Garland,Shared Games with Dean Wade,Shared Games with Donovan Mitchell,Shared Games with Evan Mobley,Shared Games with Isaac Okoro,Shared Games with Jarrett Allen,Shared Games with Lamar Stevens,Shared Games with Mamadi Diakite,Shared Games with Raul Neto,Shared Games with Ricky Rubio,Caris LeVert,Cedi Osman,Darius Garland,Dean Wade,Donovan Mitchell,Evan Mobley,Isaac Okoro,Isaiah Mobley,Jarrett Allen,Kevin Love,Lamar Stevens,Mamadi Diakite,Raul Neto,Ricky Rubio,Robin Lopez,Sam Merrill,co_inf with Caris LeVert,co_inf with Cedi Osman,co_inf with Darius Garland,co_inf with Dean Wade,co_inf with Donovan Mitchell,co_inf with Evan Mobley,co_inf with Isaac Okoro,co_inf with Isaiah Mobley,co_inf with Jarrett Allen,co_inf with Kevin Love,co_inf with Lamar Stevens,co_inf with Mamadi Diakite,co_inf with Raul Neto,co_inf with Ricky Rubio,co_inf with Robin Lopez,co_inf with Sam Merrill,Shared Games with Danny Green,Danny Green,Dejounte Murray,co_inf with Danny Green,co_inf with Dejounte Murray,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,26-027,CLE,@,TOR,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,72.0,5.538461538461538,0.0,89.8,6.907692307692307
1,2,,2022-10-22,26-030,CLE,@,CHI,W (+32),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,91.0,7.0,0.0,103.59999999999998,7.969230769230768
2,3,,2022-10-23,26-031,CLE,,WAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,72.0,5.538461538461538,0.0,93.79999999999998,7.215384615384614
3,4,,2022-10-26,26-034,CLE,,ORL,W (+11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,56.0,4.307692307692308,0.0,76.0,5.846153846153846
4,5,,2022-10-28,26-036,CLE,@,BOS,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,73.0,5.615384615384615,0.0,101.1,7.776923076923077
5,6,,2022-10-30,26-038,CLE,,NYK,W (+13),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,76.0,5.846153846153846,0.0,82.8,6.369230769230769
6,7,,2022-11-02,26-041,CLE,,BOS,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,77.0,5.923076923076923,0.0,88.20000000000002,6.784615384615386
7,8,,2022-11-04,26-043,CLE,@,DET,W (+24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,89.0,6.846153846153846,0.0,101.09999999999997,7.776923076923074
8,9,,2022-11-06,26-045,CLE,@,LAL,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,68.0,5.230769230769231,0.0,89.69999999999999,6.8999999999999995
9,10,,2022-11-07,26-046,CLE,@,LAC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,3,3,3,2,2,3,3,1,3,2,2,3,74.0,77.0,69.0,44.0,68.0,79.0,76.0,12.0,68.0,62.0,62.0,22.0,48.0,33.0,37.0,5.0,0.0405405405405405,0.0389610389610389,0.0434782608695652,0.0454545454545454,0.0294117647058823,0.0379746835443038,0.0394736842105263,0.0,0.0147058823529411,0.0,0.0483870967741935,0.0909090909090909,0.0416666666666666,0.0909090909090909,0.0,0.0,1,11.0,74.0,0.0909090909090909,0.0,13,,88.0,6.769230769230769,0.0,97.7,7.515384615384615
