Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Chris Boucher,Shared Games with Christian Koloko,Shared Games with Dalano Banton,Shared Games with Fred VanVleet,Shared Games with Gary Trent Jr.,Shared Games with Jeff Dowtin,Shared Games with Joe Wieskamp,Shared Games with Juancho Hernangómez,Shared Games with Khem Birch,Shared Games with Malachi Flynn,Shared Games with OG Anunoby,Shared Games with Pascal Siakam,Shared Games with Precious Achiuwa,Shared Games with Scottie Barnes,Shared Games with Thaddeus Young,Chris Boucher,Christian Koloko,Dalano Banton,Fred VanVleet,Gary Trent Jr.,Jeff Dowtin,Joe Wieskamp,Juancho Hernangómez,Justin Champagnie,Khem Birch,Malachi Flynn,OG Anunoby,Pascal Siakam,Precious Achiuwa,Ron Harper Jr.,Scottie Barnes,Thaddeus Young,co_inf with Chris Boucher,co_inf with Christian Koloko,co_inf with Dalano Banton,co_inf with Fred VanVleet,co_inf with Gary Trent Jr.,co_inf with Jeff Dowtin,co_inf with Joe Wieskamp,co_inf with Juancho Hernangómez,co_inf with Justin Champagnie,co_inf with Khem Birch,co_inf with Malachi Flynn,co_inf with OG Anunoby,co_inf with Pascal Siakam,co_inf with Precious Achiuwa,co_inf with Ron Harper Jr.,co_inf with Scottie Barnes,co_inf with Thaddeus Young,Jakob Poeltl,Luke Kornet,co_inf with Jakob Poeltl,co_inf with Luke Kornet,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,29-138,TOR,,CLE,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,65.0,4.333333333333333,0.0,75.4,5.026666666666667
1,2,,2022-10-21,29-140,TOR,@,BRK,L (-4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,76.0,5.066666666666666,0.0,78.79999999999998,5.253333333333332
2,3,,2022-10-22,29-141,TOR,@,MIA,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,79.0,5.266666666666667,0.0,79.3,5.286666666666666
3,4,,2022-10-24,29-143,TOR,@,MIA,W (+8),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,85.0,5.666666666666667,0.0,66.2,4.413333333333333
4,5,,2022-10-26,29-145,TOR,,PHI,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,116.0,7.733333333333333,0.0,105.20000000000002,7.0133333333333345
5,6,,2022-10-28,29-147,TOR,,PHI,L (-22),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,72.0,4.8,0.0,53.99999999999998,3.5999999999999988
6,7,,2022-10-31,29-150,TOR,,ATL,W (+30),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,,111.0,7.4,0.0,114.29999999999998,7.619999999999999
7,8,1,2022-11-02,29-152,TOR,@,SAS,W (+43),0,10:31,1.0,2.0,.500,1.0,2.0,.500,2,2.0,1.000,0.0,3.0,3.0,0.0,2.0,0.0,0.0,0.0,5.0,6.9,+9,0.0,0.0,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,6.0,117.0,7.8,6.1000000000000005,120.9,8.06
8,9,2,2022-11-04,29-154,TOR,@,DAL,L (-1),0,20:33,2.0,3.0,.667,2.0,3.0,.667,0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,6.0,6.3,+7,0.0,0.0,,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,5.0,59.0,3.933333333333333,6.300000000000001,66.40000000000002,4.426666666666668
9,10,3,2022-11-06,29-156,TOR,,CHI,W (+9),0,18:47,1.0,3.0,.333,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,2.0,5.9,-4,2.0,1.0,0.5,8,8,7,4,7,2,2,5,2,5,8,2,5,8,8,76.0,58.0,31.0,69.0,66.0,25.0,9.0,42.0,5.0,20.0,53.0,67.0,71.0,55.0,9.0,77.0,54.0,0.1052631578947368,0.1379310344827586,0.2258064516129032,0.0579710144927536,0.106060606060606,0.08,0.2222222222222222,0.119047619047619,0.0,0.1,0.0943396226415094,0.1194029850746268,0.028169014084507,0.0909090909090909,0.0,0.1038961038961039,0.1481481481481481,72.0,69.0,0.0,0.0,15,8.0,84.0,5.6,5.9,91.6,6.1066666666666665
