Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aleksej Pokusevski,Shared Games with Darius Bazley,Shared Games with Eugene Omoruyi,Shared Games with Isaiah Joe,Shared Games with Jalen Williams,Shared Games with Jaylin Williams,Shared Games with Jeremiah Robinson-Earl,Shared Games with Josh Giddey,Shared Games with Kenrich Williams,Shared Games with Lindy Waters III,Shared Games with Luguentz Dort,Shared Games with Mike Muscala,Shared Games with Ousmane Dieng,Shared Games with Shai Gilgeous-Alexander,Shared Games with Tre Mann,Aleksej Pokusevski,Chet Holmgren,Darius Bazley,Eugene Omoruyi,Isaiah Joe,Jalen Williams,Jared Butler,Jaylin Williams,Jeremiah Robinson-Earl,Josh Giddey,Kenrich Williams,Lindy Waters III,Luguentz Dort,Mike Muscala,Ousmane Dieng,Shai Gilgeous-Alexander,Tre Mann,co_inf with Aleksej Pokusevski,co_inf with Chet Holmgren,co_inf with Darius Bazley,co_inf with Eugene Omoruyi,co_inf with Isaiah Joe,co_inf with Jalen Williams,co_inf with Jared Butler,co_inf with Jaylin Williams,co_inf with Jeremiah Robinson-Earl,co_inf with Josh Giddey,co_inf with Kenrich Williams,co_inf with Lindy Waters III,co_inf with Luguentz Dort,co_inf with Mike Muscala,co_inf with Ousmane Dieng,co_inf with Shai Gilgeous-Alexander,co_inf with Tre Mann,Shared Games with Dario Šarić,Shared Games with Olivier Sarr,Danilo Gallinari,Dario Šarić,Olivier Sarr,co_inf with Danilo Gallinari,co_inf with Dario Šarić,co_inf with Olivier Sarr,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,23-290,OKC,@,MIN,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,,55.0,3.235294117647059,0.0,62.69999999999998,3.688235294117646
1,2,1,2022-10-22,23-293,OKC,@,DEN,L (-5),0,15:46,1.0,3.0,.333,1.0,2.0,.500,2,2.0,1.000,0.0,6.0,6.0,1.0,0.0,0.0,0.0,1.0,5.0,5.4,+7,1.0,0.0,0.0,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,7.0,47.0,2.764705882352941,4.6000000000000005,59.5,3.5
2,3,2,2022-10-23,23-294,OKC,,MIN,L (-10),0,25:20,1.0,3.0,.333,0.0,2.0,.000,3,4.0,.750,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,5.0,4.9,-7,1.0,1.0,1.0,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,2.0,36.0,2.117647058823529,3.7000000000000006,50.7,2.9823529411764707
3,4,3,2022-10-25,23-296,OKC,,LAC,W (+14),1,28:21,5.0,14.0,.357,0.0,1.0,.000,1,1.0,1.000,3.0,7.0,10.0,0.0,3.0,1.0,1.0,2.0,11.0,9.3,+18,13.0,5.0,0.3846153846153846,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,9.0,44.0,2.588235294117647,8.899999999999999,59.30000000000001,3.4882352941176475
4,5,4,2022-10-27,23-298,OKC,,LAC,W (+8),1,34:50,4.0,7.0,.571,3.0,6.0,.500,0,0.0,,1.0,5.0,6.0,3.0,1.0,0.0,1.0,3.0,11.0,10.8,+16,1.0,1.0,1.0,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,13.0,56.0,3.294117647058824,10.8,71.89999999999999,4.2294117647058815
5,6,5,2022-10-29,23-300,OKC,@,DAL,W (+6),1,27:40,2.0,5.0,.400,0.0,1.0,.000,1,2.0,.500,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,5.0,7.0,+18,4.0,2.0,0.5,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,7.0,57.0,3.3529411764705883,6.599999999999999,69.10000000000002,4.064705882352943
6,7,6,2022-11-01,23-303,OKC,,ORL,W (+8),0,12:40,1.0,3.0,.333,1.0,3.0,.333,0,0.0,,0.0,3.0,3.0,0.0,0.0,0.0,2.0,1.0,3.0,-0.2,-14,0.0,0.0,,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,1.0,73.0,4.294117647058823,-0.1999999999999997,91.1,5.358823529411764
7,8,,2022-11-03,23-305,OKC,,DEN,L (-12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,,56.0,3.294117647058824,0.0,77.8,4.576470588235294
8,9,7,2022-11-05,23-307,OKC,@,MIL,L (-14),0,8:41,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,-4.2,+1,0.0,0.0,,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,-3.0,49.0,2.8823529411764706,-4.2,58.0,3.411764705882353
9,10,,2022-11-07,23-309,OKC,@,DET,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,27,26,19,65,63,45,34,64,43,38,62,37,34,56,55,34.0,,43.0,40.0,73.0,75.0,6.0,49.0,43.0,76.0,53.0,41.0,74.0,63.0,39.0,68.0,67.0,0.7941176470588235,,0.6046511627906976,0.475,0.8904109589041096,0.84,0.0,0.9183673469387756,0.7906976744186046,0.8421052631578947,0.8113207547169812,0.926829268292683,0.8378378378378378,0.5873015873015873,0.8717948717948718,0.8235294117647058,0.8208955223880597,18,8,,57.0,9.0,,0.3157894736842105,0.8888888888888888,17,,47.0,2.764705882352941,0.0,58.2,3.423529411764706
