Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Cole Swider,Shared Games with Damian Jones,Shared Games with Dennis Schröder,Shared Games with Juan Toscano-Anderson,Shared Games with Kendrick Nunn,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Matt Ryan,Shared Games with Max Christie,Shared Games with Patrick Beverley,Shared Games with Scotty Pippen Jr.,Shared Games with Thomas Bryant,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Damian Jones,Dennis Schröder,Juan Toscano-Anderson,Kendrick Nunn,LeBron James,Lonnie Walker IV,Matt Ryan,Max Christie,Patrick Beverley,Scotty Pippen Jr.,Sterling Brown,Thomas Bryant,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Damian Jones,co_inf with Dennis Schröder,co_inf with Juan Toscano-Anderson,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Matt Ryan,co_inf with Max Christie,co_inf with Patrick Beverley,co_inf with Scotty Pippen Jr.,co_inf with Sterling Brown,co_inf with Thomas Bryant,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Shared Games with Davon Reed,Shared Games with Amir Coffey,Shared Games with Bones Hyland,Shared Games with Brandon Boston Jr.,Shared Games with Eric Gordon,Shared Games with Ivica Zubac,Shared Games with Kawhi Leonard,Shared Games with Marcus Morris,Shared Games with Mason Plumlee,Shared Games with Moussa Diabaté,Shared Games with Nicolas Batum,Shared Games with Norman Powell,Shared Games with Paul George,Shared Games with Robert Covington,Shared Games with Terance Mann,Amir Coffey,Bones Hyland,Brandon Boston Jr.,Eric Gordon,Ivica Zubac,Jason Preston,Justin Holiday,Kawhi Leonard,Marcus Morris,Mason Plumlee,Moussa Diabaté,Nicolas Batum,Norman Powell,Paul George,Robert Covington,Terance Mann,Xavier Moon,co_inf with Amir Coffey,co_inf with Bones Hyland,co_inf with Brandon Boston Jr.,co_inf with Eric Gordon,co_inf with Ivica Zubac,co_inf with Jason Preston,co_inf with Justin Holiday,co_inf with Kawhi Leonard,co_inf with Marcus Morris,co_inf with Mason Plumlee,co_inf with Moussa Diabaté,co_inf with Nicolas Batum,co_inf with Norman Powell,co_inf with Paul George,co_inf with Robert Covington,co_inf with Terance Mann,co_inf with Xavier Moon,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-18,33-340,LAL,@,GSW,L (-14),1,30:41,7.0,12.0,.583,1.0,3.0,.333,4,5.0,.800,1.0,10.0,11.0,3.0,1.0,0.0,4.0,1.0,19.0,15.4,-6,9.0,6.0,0.6666666666666666,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,13.0,71.0,2.290322580645161,13.800000000000004,68.19999999999999,2.1999999999999997
1,2,2,2022-10-20,33-342,LAL,,LAC,L (-6),1,27:22,0.0,11.0,.000,0.0,6.0,.000,2,2.0,1.000,0.0,3.0,3.0,4.0,5.0,0.0,1.0,3.0,2.0,0.8,-6,5.0,0.0,0.0,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,0.0,78.0,2.5161290322580645,0.0,85.89999999999999,2.7709677419354835
2,3,3,2022-10-23,33-345,LAL,,POR,L (-2),1,27:31,4.0,15.0,.267,0.0,3.0,.000,2,3.0,.667,0.0,6.0,6.0,6.0,0.0,0.0,0.0,1.0,10.0,6.3,-4,12.0,4.0,0.3333333333333333,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,4.0,46.0,1.4838709677419355,5.499999999999997,56.7,1.8290322580645162
3,4,,2022-10-26,33-348,LAL,@,DEN,L (-11),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,,73.0,2.3548387096774195,0.0,71.2,2.296774193548387
4,5,4,2022-10-28,33-350,LAL,@,MIN,L (-9),0,32:39,6.0,17.0,.353,1.0,4.0,.250,5,10.0,.500,1.0,7.0,8.0,3.0,1.0,1.0,5.0,4.0,18.0,6.5,0,13.0,5.0,0.3846153846153846,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,-1.0,54.0,1.7419354838709675,4.499999999999998,57.5,1.8548387096774193
5,6,5,2022-10-30,33-352,LAL,,DEN,W (+11),0,31:38,6.0,12.0,.500,2.0,4.0,.500,4,4.0,1.000,4.0,4.0,8.0,8.0,0.0,0.0,3.0,3.0,18.0,17.4,+18,8.0,4.0,0.5,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,15.0,68.0,2.193548387096774,15.8,77.99999999999999,2.516129032258064
6,7,6,2022-11-02,33-355,LAL,,NOP,W (+3),0,25:15,6.0,10.0,.600,1.0,4.0,.250,0,0.0,,1.0,6.0,7.0,9.0,0.0,1.0,6.0,2.0,13.0,11.1,+4,6.0,5.0,0.8333333333333334,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,14.0,72.0,2.3225806451612905,11.1,71.8,2.3161290322580643
7,8,7,2022-11-04,33-357,LAL,,UTA,L (-14),0,29:25,9.0,14.0,.643,3.0,5.0,.600,5,5.0,1.000,0.0,3.0,3.0,6.0,2.0,0.0,4.0,1.0,26.0,22.5,-1,9.0,6.0,0.6666666666666666,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,14.0,73.0,2.3548387096774195,20.500000000000007,73.30000000000001,2.3645161290322583
8,9,8,2022-11-06,33-359,LAL,,CLE,L (-14),0,31:49,6.0,13.0,.462,3.0,5.0,.600,4,5.0,.800,1.0,2.0,3.0,10.0,2.0,1.0,7.0,3.0,19.0,14.7,-8,8.0,3.0,0.375,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,10.0,93.0,3.0,13.099999999999998,92.8,2.9935483870967743
9,10,9,2022-11-07,33-360,LAL,@,UTA,L (-23),0,24:11,8.0,14.0,.571,2.0,3.0,.667,4,4.0,1.000,1.0,2.0,3.0,5.0,1.0,1.0,2.0,5.0,22.0,17.9,-23,11.0,6.0,0.5454545454545454,30,36,5,19,39,29,36,42,35,11,30,42,5,39,46,39,56.0,64.0,7.0,41.0,66.0,52.0,70.0,55.0,56.0,34.0,41.0,67.0,6.0,4.0,59.0,,76.0,68.0,0.5357142857142857,0.5625,0.7142857142857143,0.4634146341463415,0.5909090909090909,0.5576923076923077,0.5142857142857142,0.7636363636363637,0.625,0.3235294117647059,0.7317073170731707,0.6268656716417911,0.8333333333333334,0.0,0.6610169491525424,,0.6052631578947368,0.5735294117647058,25,10,12,1,19,17,18,14,21,5,21,9,14,10,21,50.0,56.0,22.0,69.0,76.0,14.0,46.0,52.0,65.0,79.0,22.0,78.0,60.0,56.0,48.0,81.0,4.0,0.2,0.2142857142857142,0.0454545454545454,0.2753623188405797,0.2236842105263158,0.0,0.0,0.3461538461538461,0.2153846153846154,0.2658227848101265,0.2272727272727272,0.2692307692307692,0.15,0.25,0.2083333333333333,0.2592592592592592,0.0,31,12.0,75.0,2.419354838709677,16.299999999999997,81.0,2.6129032258064515
