Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Caruso,Shared Games with Andre Drummond,Shared Games with Ayo Dosunmu,Shared Games with Carlik Jones,Shared Games with Coby White,Shared Games with Dalen Terry,Shared Games with DeMar DeRozan,Shared Games with Derrick Jones Jr.,Shared Games with Javonte Green,Shared Games with Malcolm Hill,Shared Games with Marko Simonovic,Shared Games with Nikola Vučević,Shared Games with Patrick Williams,Shared Games with Tony Bradley,Shared Games with Zach LaVine,Alex Caruso,Andre Drummond,Ayo Dosunmu,Carlik Jones,Coby White,Dalen Terry,DeMar DeRozan,Derrick Jones Jr.,Javonte Green,Kostas Antetokounmpo,Lonzo Ball,Malcolm Hill,Marko Simonovic,Nikola Vučević,Patrick Williams,Tony Bradley,Zach LaVine,co_inf with Alex Caruso,co_inf with Andre Drummond,co_inf with Ayo Dosunmu,co_inf with Carlik Jones,co_inf with Coby White,co_inf with Dalen Terry,co_inf with DeMar DeRozan,co_inf with Derrick Jones Jr.,co_inf with Javonte Green,co_inf with Kostas Antetokounmpo,co_inf with Lonzo Ball,co_inf with Malcolm Hill,co_inf with Marko Simonovic,co_inf with Nikola Vučević,co_inf with Patrick Williams,co_inf with Tony Bradley,co_inf with Zach LaVine,Shared Games with A.J. Green,Shared Games with Bobby Portis,Shared Games with Brook Lopez,Shared Games with George Hill,Shared Games with Giannis Antetokounmpo,Shared Games with Grayson Allen,Shared Games with Jevon Carter,Shared Games with Joe Ingles,Shared Games with Jordan Nwora,Shared Games with Jrue Holiday,Shared Games with Khris Middleton,Shared Games with MarJon Beauchamp,Shared Games with Pat Connaughton,Shared Games with Sandro Mamukelashvili,Shared Games with Serge Ibaka,Shared Games with Thanasis Antetokounmpo,Shared Games with Wesley Matthews,Shared Games with Terry Taylor,Shared Games with Jae Crowder,A.J. Green,Bobby Portis,Brook Lopez,Giannis Antetokounmpo,Grayson Allen,Jae Crowder,Jevon Carter,Joe Ingles,Jrue Holiday,Khris Middleton,Lindell Wigginton,MarJon Beauchamp,Meyers Leonard,Pat Connaughton,Thanasis Antetokounmpo,Tyrese Martin,Wesley Matthews,co_inf with A.J. Green,co_inf with Bobby Portis,co_inf with Brook Lopez,co_inf with Giannis Antetokounmpo,co_inf with Grayson Allen,co_inf with Jevon Carter,co_inf with Joe Ingles,co_inf with Jrue Holiday,co_inf with Khris Middleton,co_inf with MarJon Beauchamp,co_inf with Pat Connaughton,co_inf with Thanasis Antetokounmpo,co_inf with Tyrese Martin,co_inf with Wesley Matthews,co_inf with Jae Crowder,co_inf with Lindell Wigginton,co_inf with Meyers Leonard,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,36-166,CHI,@,MIA,W (+8),0,18:50,4.0,8.0,.500,4.0,5.0,.800,0,2.0,.000,0.0,0.0,0.0,2.0,2.0,0.0,1.0,2.0,12.0,8.8,-9,3.0,0.0,0.0,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,5.0,64.0,1.8823529411764703,8.799999999999999,60.09999999999999,1.7676470588235291
1,2,2,2022-10-21,36-168,CHI,@,WAS,L (-2),0,23:17,3.0,8.0,.375,1.0,3.0,.333,0,0.0,,2.0,0.0,2.0,5.0,0.0,0.0,0.0,4.0,7.0,5.9,+22,5.0,2.0,0.4,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,6.0,75.0,2.2058823529411766,5.9,81.3,2.3911764705882352
2,3,3,2022-10-22,36-169,CHI,,CLE,L (-32),0,11:25,2.0,4.0,.500,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,3.3,-16,3.0,2.0,0.6666666666666666,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,4.0,57.0,1.6764705882352942,3.299999999999999,65.59999999999998,1.9294117647058817
3,4,4,2022-10-24,36-171,CHI,,BOS,W (+18),0,17:12,2.0,7.0,.286,0.0,1.0,.000,3,4.0,.750,0.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,7.0,6.3,+21,6.0,2.0,0.3333333333333333,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,2.0,72.0,2.117647058823529,5.1,84.3,2.4794117647058824
4,5,5,2022-10-26,36-173,CHI,,IND,W (+15),0,15:46,5.0,9.0,.556,3.0,3.0,1.000,0,0.0,,0.0,2.0,2.0,5.0,0.0,0.0,2.0,1.0,13.0,10.4,+19,6.0,2.0,0.3333333333333333,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,9.0,72.0,2.117647058823529,10.4,87.2,2.5647058823529414
5,6,6,2022-10-28,36-175,CHI,@,SAS,L (-5),0,21:49,3.0,8.0,.375,1.0,3.0,.333,2,2.0,1.000,0.0,3.0,3.0,5.0,0.0,0.0,2.0,1.0,9.0,6.6,+6,5.0,2.0,0.4,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,5.0,61.0,1.7941176470588236,5.799999999999999,74.79999999999998,2.1999999999999993
6,7,7,2022-10-29,36-176,CHI,,PHI,L (-5),0,13:25,1.0,6.0,.167,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,-1.6,-12,4.0,1.0,0.25,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,-2.0,72.0,2.117647058823529,-1.6,80.69999999999999,2.3735294117647054
7,8,8,2022-11-01,36-179,CHI,@,BRK,W (+9),0,19:30,4.0,8.0,.500,4.0,6.0,.667,3,4.0,.750,0.0,2.0,2.0,2.0,0.0,1.0,1.0,0.0,15.0,12.3,+7,2.0,0.0,0.0,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,7.0,77.0,2.264705882352941,11.1,85.89999999999999,2.526470588235294
8,9,9,2022-11-02,36-180,CHI,,CHO,W (+18),0,15:16,6.0,9.0,.667,2.0,4.0,.500,2,2.0,1.000,0.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,16.0,12.4,+14,5.0,4.0,0.8,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,9.0,63.0,1.8529411764705883,11.599999999999996,68.10000000000001,2.0029411764705887
9,10,10,2022-11-04,36-182,CHI,@,BOS,L (-4),0,19:25,2.0,9.0,.222,1.0,4.0,.250,0,0.0,,0.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,5.0,0.9,-6,5.0,1.0,0.2,42,39,49,6,43,19,47,43,26,4,2,51,51,11,47,67.0,67.0,80.0,7.0,74.0,38.0,74.0,64.0,32.0,,,5.0,7.0,82.0,82.0,12.0,77.0,0.6268656716417911,0.582089552238806,0.6125,0.8571428571428571,0.581081081081081,0.5,0.6351351351351351,0.671875,0.8125,,,0.8,0.2857142857142857,0.6219512195121951,0.6219512195121951,0.9166666666666666,0.6103896103896104,3,6,6,23,4,5,7,5,25,5,5,6,5,15,9,6,7,16,3,35.0,70.0,78.0,63.0,72.0,18.0,81.0,46.0,67.0,33.0,7.0,52.0,9.0,61.0,37.0,16.0,52.0,0.0857142857142857,0.0857142857142857,0.0769230769230769,0.0634920634920634,0.0694444444444444,0.0864197530864197,0.108695652173913,0.0746268656716417,0.1515151515151515,0.1153846153846153,0.081967213114754,0.1621621621621621,0.0,0.1346153846153846,0.1666666666666666,0.0,0.0,34,-1.0,47.0,1.3823529411764706,0.8999999999999995,54.60000000000001,1.6058823529411768
