Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Nesmith,Shared Games with Andrew Nembhard,Shared Games with Bennedict Mathurin,Shared Games with Buddy Hield,Shared Games with Chris Duarte,Shared Games with Isaiah Jackson,Shared Games with Jalen Smith,Shared Games with Myles Turner,Shared Games with Oshae Brissett,Shared Games with T.J. McConnell,Shared Games with Terry Taylor,Shared Games with Tyrese Haliburton,Aaron Nesmith,Andrew Nembhard,Bennedict Mathurin,Buddy Hield,Chris Duarte,Gabe York,Goga Bitadze,Isaiah Jackson,Jalen Smith,James Johnson,Kendall Brown,Myles Turner,Oshae Brissett,T.J. McConnell,Terry Taylor,Trevelin Queen,Tyrese Haliburton,co_inf with Aaron Nesmith,co_inf with Andrew Nembhard,co_inf with Bennedict Mathurin,co_inf with Buddy Hield,co_inf with Chris Duarte,co_inf with Gabe York,co_inf with Goga Bitadze,co_inf with Isaiah Jackson,co_inf with Jalen Smith,co_inf with James Johnson,co_inf with Kendall Brown,co_inf with Myles Turner,co_inf with Oshae Brissett,co_inf with T.J. McConnell,co_inf with Terry Taylor,co_inf with Trevelin Queen,co_inf with Tyrese Haliburton,Shared Games with George Hill,Shared Games with Jordan Nwora,George Hill,John Collins,Jordan Nwora,Serge Ibaka,co_inf with George Hill,co_inf with John Collins,co_inf with Jordan Nwora,co_inf with Serge Ibaka,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,30-198,IND,,WAS,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,63.0,4.5,0.0,64.4,4.6000000000000005
1,2,,2022-10-21,30-200,IND,,SAS,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,112.0,8.0,0.0,97.1,6.935714285714285
2,3,,2022-10-22,30-201,IND,,DET,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,100.0,7.142857142857143,0.0,96.4,6.885714285714286
3,4,,2022-10-24,30-203,IND,@,PHI,L (-14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,83.0,5.928571428571429,0.0,71.49999999999999,5.107142857142856
4,5,,2022-10-26,30-205,IND,@,CHI,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,90.0,6.428571428571429,0.0,85.99999999999999,6.1428571428571415
5,6,,2022-10-28,30-207,IND,@,WAS,W (+10),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,80.0,5.714285714285714,0.0,95.3,6.807142857142857
6,7,,2022-10-29,30-208,IND,@,BRK,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,109.0,7.785714285714286,0.0,100.79999999999998,7.199999999999998
7,8,,2022-10-31,30-210,IND,@,BRK,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,60.0,4.285714285714286,0.0,61.7,4.4071428571428575
8,9,,2022-11-04,30-214,IND,,MIA,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,80.0,5.714285714285714,0.0,74.69999999999999,5.3357142857142845
9,10,,2022-11-07,30-217,IND,,NOP,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,7,7,7,7,4,4,2,6,3,7,1,7,73.0,75.0,78.0,80.0,46.0,3.0,38.0,63.0,68.0,18.0,6.0,62.0,65.0,75.0,31.0,7.0,56.0,0.0958904109589041,0.0933333333333333,0.0897435897435897,0.0875,0.0869565217391304,0.0,0.0,0.0634920634920634,0.0294117647058823,0.0,0.0,0.0967741935483871,0.0461538461538461,0.0933333333333333,0.032258064516129,0.0,0.125,1,3,46.0,71.0,62.0,16.0,0.0217391304347826,0.0,0.0483870967741935,0.0,14,,106.0,7.571428571428571,0.0,106.2,7.585714285714286
