Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Bryn Forbes,Shared Games with D'Angelo Russell,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Bryn Forbes,D'Angelo Russell,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Bryn Forbes,co_inf with D'Angelo Russell,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Matt Ryan,Shared Games with Mike Conley,Shared Games with Nickeil Alexander-Walker,Matt Ryan,Mike Conley,Nickeil Alexander-Walker,Vit Krejci,co_inf with Matt Ryan,co_inf with Mike Conley,co_inf with Nickeil Alexander-Walker,co_inf with Vit Krejci,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,30-079,MIN,,OKC,W (+7),0,0:45,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,+3,0.0,0.0,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,0.0,73.0,3.842105263157895,0.0,85.1,4.478947368421053
1,2,2,2022-10-21,30-081,MIN,,UTA,L (-6),0,8:27,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-5,1.0,0.0,0.0,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,0.0,66.0,3.473684210526316,-0.3999999999999999,77.4,4.0736842105263165
2,3,,2022-10-23,30-083,MIN,@,OKC,W (+10),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,,81.0,4.2631578947368425,0.0,90.4,4.757894736842106
3,4,,2022-10-24,30-084,MIN,,SAS,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,,65.0,3.421052631578948,0.0,67.89999999999998,3.5736842105263147
4,5,,2022-10-26,30-086,MIN,,SAS,W (+12),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,,102.0,5.368421052631579,0.0,114.0,6.0
5,6,3,2022-10-28,30-088,MIN,,LAL,W (+9),0,13:20,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.7,-5,1.0,0.0,0.0,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,-1.0,85.0,4.473684210526316,-0.7,101.1,5.321052631578947
6,7,4,2022-10-30,30-090,MIN,@,SAS,L (-9),0,4:44,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4,-3,1.0,0.0,0.0,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,0.0,64.0,3.3684210526315788,-0.3999999999999999,79.3,4.173684210526315
7,8,,2022-11-01,30-092,MIN,@,PHO,L (-9),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,,71.0,3.736842105263158,0.0,83.9,4.415789473684211
8,9,,2022-11-04,30-095,MIN,,MIL,L (-13),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,,65.0,3.421052631578948,0.0,71.4,3.7578947368421054
9,10,5,2022-11-05,30-096,MIN,,HOU,W (+12),0,0:14,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,,1,51,19,40,49,48,17,9,11,45,20,25,46,43,26,19,15.0,79.0,25.0,71.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6455696202531646,0.76,0.5633802816901409,0.620253164556962,0.7384615384615385,0.3953488372093023,0.6,0.3793103448275862,0.6521739130434783,0.7142857142857143,0.6578947368421053,0.6764705882352942,0.6142857142857143,0.4814814814814814,0.6551724137931034,19,9,9,34.0,67.0,59.0,29.0,0.5588235294117647,0.1343283582089552,0.1525423728813559,0.0,19,0.0,99.0,5.2105263157894735,0.0,112.09999999999998,5.899999999999999
