Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Collin Sexton,Shared Games with Jarred Vanderbilt,Shared Games with Jordan Clarkson,Shared Games with Kelly Olynyk,Shared Games with Kris Dunn,Shared Games with Lauri Markkanen,Shared Games with Leandro Bolmaro,Shared Games with Luka Šamanić,Shared Games with Malik Beasley,Shared Games with Micah Potter,Shared Games with Mike Conley,Shared Games with Ochai Agbaji,Shared Games with Rudy Gay,Shared Games with Simone Fontecchio,Shared Games with Talen Horton-Tucker,Shared Games with Udoka Azubuike,Shared Games with Walker Kessler,Collin Sexton,Frank Jackson,Jarred Vanderbilt,Jarrell Brantley,Johnny Juzang,Jordan Clarkson,Kelly Olynyk,Kris Dunn,Lauri Markkanen,Leandro Bolmaro,Luka Šamanić,Malik Beasley,Micah Potter,Mike Conley,Ochai Agbaji,Rudy Gay,Simone Fontecchio,Talen Horton-Tucker,Udoka Azubuike,Walker Kessler,co_inf with Collin Sexton,co_inf with Frank Jackson,co_inf with Jarred Vanderbilt,co_inf with Jarrell Brantley,co_inf with Johnny Juzang,co_inf with Jordan Clarkson,co_inf with Kelly Olynyk,co_inf with Kris Dunn,co_inf with Lauri Markkanen,co_inf with Leandro Bolmaro,co_inf with Luka Šamanić,co_inf with Malik Beasley,co_inf with Micah Potter,co_inf with Mike Conley,co_inf with Ochai Agbaji,co_inf with Rudy Gay,co_inf with Simone Fontecchio,co_inf with Talen Horton-Tucker,co_inf with Udoka Azubuike,co_inf with Walker Kessler,Shared Games with Damian Jones,Shared Games with Juan Toscano-Anderson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Matt Ryan,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,Anthony Edwards,Austin Rivers,Bryn Forbes,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Matt Ryan,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Vit Krejci,Wendell Moore Jr.,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Matt Ryan,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Vit Krejci,co_inf with Wendell Moore Jr.,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,24-047,UTA,,DEN,W (+21),0,0:55,1.0,1.0,1.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,2.4,+4,1.0,1.0,1.0,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,2.0,71.0,2.0285714285714285,2.3999999999999995,82.7,2.362857142857143
1,2,,2022-10-21,24-049,UTA,@,MIN,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,,66.0,1.8857142857142857,0.0,77.0,2.2
2,3,,2022-10-23,24-051,UTA,@,NOP,W (+1),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,,81.0,2.3142857142857145,0.0,90.4,2.582857142857143
3,4,2,2022-10-24,24-052,UTA,@,HOU,L (-6),0,5:13,0.0,1.0,.000,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.4,-2,1.0,0.0,0.0,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,0.0,65.0,1.8571428571428568,-0.4,68.3,1.9514285714285713
4,5,,2022-10-26,24-054,UTA,,HOU,W (+8),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,,102.0,2.914285714285714,0.0,114.0,3.257142857142857
5,6,3,2022-10-28,24-056,UTA,@,DEN,L (-16),0,8:29,2.0,5.0,.400,1.0,3.0,.333,2,2.0,1.000,0.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,7.0,8.8,+9,2.0,1.0,0.5,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,6.0,78.0,2.2285714285714286,8.0,92.4,2.64
6,7,4,2022-10-29,24-057,UTA,,MEM,W (+1),0,20:50,4.0,8.0,.500,2.0,5.0,.400,1,2.0,.500,0.0,2.0,2.0,3.0,2.0,1.0,1.0,4.0,11.0,9.4,+3,3.0,2.0,0.6666666666666666,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,8.0,56.0,1.6,8.999999999999996,69.89999999999999,1.9971428571428569
7,8,5,2022-10-31,24-059,UTA,,MEM,W (+16),0,3:17,0.0,1.0,.000,0.0,1.0,.000,0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,-0.8,-1,0.0,0.0,,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,0.0,71.0,2.0285714285714285,-0.7999999999999999,84.70000000000002,2.4200000000000004
8,9,,2022-11-02,24-061,UTA,@,DAL,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,,65.0,1.8571428571428568,0.0,71.4,2.04
9,10,6,2022-11-04,24-063,UTA,@,LAL,W (+14),0,7:47,2.0,4.0,.500,1.0,2.0,.500,1,1.0,1.000,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,6.0,2.9,+10,2.0,1.0,0.5,25,34,35,25,12,31,13,4,36,3,49,26,26,19,27,17,33,48.0,1.0,78.0,4.0,18.0,61.0,68.0,22.0,66.0,14.0,7,81.0,7.0,67.0,59.0,56.0,52.0,65.0,36.0,74.0,0.5208333333333334,0.0,0.4358974358974359,0.0,0.0,0.5737704918032787,0.3676470588235294,0.5454545454545454,0.4696969696969697,0.9285714285714286,0.5714285714285714,0.4444444444444444,0.4285714285714285,0.7313432835820896,0.4406779661016949,0.4642857142857143,0.3653846153846153,0.4153846153846154,0.4722222222222222,0.4459459459459459,16,24,20,9,1,23,8,21,5,6,22,7,2,5,19,22,19,5,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,34.0,38.0,68.0,70.0,54.0,29.0,29.0,0.2531645569620253,0.173076923076923,0.04,0.2911392405063291,0.123076923076923,0.4883720930232558,0.3333333333333333,0.2068965517241379,0.3188405797101449,0.25,0.0588235294117647,0.131578947368421,0.2794117647058823,0.3142857142857143,0.3518518518518518,0.0,0.1724137931034483,35,1.0,98.0,2.8,2.5,109.59999999999997,3.1314285714285703
