Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alec Burks,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Buddy Boeheim,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Alec Burks,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Alec Burks,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,23-219,DET,,ORL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,80.0,4.2105263157894735,0.0,94.8,4.989473684210526
1,2,,2022-10-21,23-221,DET,@,NYK,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,48.0,2.526315789473684,0.0,57.1,3.005263157894737
2,3,,2022-10-22,23-222,DET,@,IND,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,70.0,3.684210526315789,0.0,86.60000000000001,4.557894736842106
3,4,,2022-10-25,23-225,DET,@,WAS,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,35.0,1.8421052631578947,0.0,54.7,2.878947368421053
4,5,,2022-10-26,23-226,DET,,ATL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,66.0,3.473684210526316,0.0,73.69999999999999,3.878947368421052
5,6,,2022-10-28,23-228,DET,,ATL,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,50.0,2.631578947368421,0.0,73.4,3.8631578947368426
6,7,,2022-10-30,23-230,DET,,GSW,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,77.0,4.052631578947368,0.0,91.5,4.815789473684211
7,8,,2022-10-31,23-231,DET,@,MIL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,52.0,2.736842105263158,0.0,69.3,3.6473684210526316
8,9,,2022-11-02,23-233,DET,@,MIL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,39.0,2.0526315789473686,0.0,38.89999999999999,2.047368421052631
9,10,,2022-11-04,23-235,DET,,CLE,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,28,26,1,6,37,22,23,19,37,35,7,22,37,3,17,21,51.0,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,17.0,32.0,77.0,1.0,0.5490196078431373,0.4406779661016949,0.3333333333333333,0.6,0.0,0.5967741935483871,0.3928571428571428,0.4423076923076923,0.38,0.5,0.5223880597014925,0.5,0.3492063492063492,0.4868421052631579,0.1764705882352941,0.53125,0.2727272727272727,0.0,16,14,13,40.0,36.0,45.0,47.0,0.3555555555555555,0.35,0.0,0.2765957446808511,19,,27.0,1.4210526315789471,0.0,36.3,1.9105263157894736
