Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bojan Bogdanović,Shared Games with Braxton Key,Shared Games with Cory Joseph,Shared Games with Hamidou Diallo,Shared Games with Isaiah Livers,Shared Games with Isaiah Stewart,Shared Games with Jaden Ivey,Shared Games with Jalen Duren,Shared Games with Jared Rhoden,Shared Games with Kevin Knox,Shared Games with Killian Hayes,Shared Games with Marvin Bagley III,Shared Games with Nerlens Noel,Shared Games with Rodney McGruder,Shared Games with Saddiq Bey,Bojan Bogdanović,Braxton Key,Buddy Boeheim,Cade Cunningham,Cory Joseph,Hamidou Diallo,Isaiah Livers,Isaiah Stewart,Jaden Ivey,Jalen Duren,Jared Rhoden,Kevin Knox,Killian Hayes,Marvin Bagley III,Nerlens Noel,Rodney McGruder,Saddiq Bey,Stanley Umude,co_inf with Bojan Bogdanović,co_inf with Braxton Key,co_inf with Buddy Boeheim,co_inf with Cade Cunningham,co_inf with Cory Joseph,co_inf with Hamidou Diallo,co_inf with Isaiah Livers,co_inf with Isaiah Stewart,co_inf with Jaden Ivey,co_inf with Jalen Duren,co_inf with Jared Rhoden,co_inf with Kevin Knox,co_inf with Killian Hayes,co_inf with Marvin Bagley III,co_inf with Nerlens Noel,co_inf with Rodney McGruder,co_inf with Saddiq Bey,co_inf with Stanley Umude,Shared Games with James Wiseman,Shared Games with Eugene Omoruyi,Shared Games with R.J. Hampton,Eugene Omoruyi,Frank Kaminsky,James Wiseman,R.J. Hampton,co_inf with James Wiseman,co_inf with Eugene Omoruyi,co_inf with Frank Kaminsky,co_inf with R.J. Hampton,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,31-091,DET,,ORL,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,80.0,4.444444444444445,0.0,94.8,5.266666666666667
1,2,,2022-10-21,31-093,DET,@,NYK,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,48.0,2.6666666666666665,0.0,57.1,3.1722222222222225
2,3,,2022-10-22,31-094,DET,@,IND,L (-9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,70.0,3.888888888888889,0.0,86.60000000000001,4.811111111111112
3,4,,2022-10-25,31-097,DET,@,WAS,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,35.0,1.9444444444444444,0.0,54.7,3.038888888888889
4,5,,2022-10-26,31-098,DET,,ATL,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,66.0,3.6666666666666665,0.0,73.69999999999999,4.094444444444444
5,6,,2022-10-28,31-100,DET,,ATL,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,50.0,2.7777777777777777,0.0,73.4,4.077777777777778
6,7,,2022-10-30,31-102,DET,,GSW,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,77.0,4.277777777777778,0.0,91.5,5.083333333333333
7,8,,2022-10-31,31-103,DET,@,MIL,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,52.0,2.888888888888889,0.0,69.3,3.8499999999999996
8,9,,2022-11-02,31-105,DET,@,MIL,L (-25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,39.0,2.1666666666666665,0.0,38.89999999999999,2.1611111111111105
9,10,,2022-11-04,31-107,DET,,CLE,L (-24),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,1,34,42,30,37,47,42,13,34,46,28,10,18,39,59.0,3.0,10.0,12.0,62.0,56.0,52.0,50.0,74.0,67.0,14.0,63.0,76.0,42.0,17.0,32.0,77.0,1.0,0.7796610169491526,0.3333333333333333,0.0,0.0,0.5483870967741935,0.75,0.5769230769230769,0.74,0.6351351351351351,0.6268656716417911,0.9285714285714286,0.5396825396825397,0.6052631578947368,0.6666666666666666,0.5882352941176471,0.5625,0.5064935064935064,0.0,7,4,9,40.0,36.0,45.0,47.0,0.1555555555555555,0.1,0.0,0.1914893617021276,18,,27.0,1.5,0.0,36.3,2.0166666666666666
