Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with A.J. Lawson,Shared Games with Anthony Edwards,Shared Games with Austin Rivers,Shared Games with Bryn Forbes,Shared Games with Jaden McDaniels,Shared Games with Jaylen Nowell,Shared Games with Jordan McLaughlin,Shared Games with Josh Minott,Shared Games with Karl-Anthony Towns,Shared Games with Kyle Anderson,Shared Games with Luka Garza,Shared Games with Nathan Knight,Shared Games with Naz Reid,Shared Games with Rudy Gobert,Shared Games with Taurean Prince,Shared Games with Wendell Moore Jr.,A.J. Lawson,Anthony Edwards,Austin Rivers,Bryn Forbes,Jaden McDaniels,Jaylen Nowell,Jordan McLaughlin,Josh Minott,Karl-Anthony Towns,Kyle Anderson,Luka Garza,Nathan Knight,Naz Reid,Rudy Gobert,Taurean Prince,Wendell Moore Jr.,co_inf with A.J. Lawson,co_inf with Anthony Edwards,co_inf with Austin Rivers,co_inf with Bryn Forbes,co_inf with Jaden McDaniels,co_inf with Jaylen Nowell,co_inf with Jordan McLaughlin,co_inf with Josh Minott,co_inf with Karl-Anthony Towns,co_inf with Kyle Anderson,co_inf with Luka Garza,co_inf with Nathan Knight,co_inf with Naz Reid,co_inf with Rudy Gobert,co_inf with Taurean Prince,co_inf with Wendell Moore Jr.,Shared Games with Anthony Davis,Shared Games with Austin Reaves,Shared Games with Davon Reed,Shared Games with Dennis Schröder,Shared Games with Jarred Vanderbilt,Shared Games with LeBron James,Shared Games with Lonnie Walker IV,Shared Games with Malik Beasley,Shared Games with Max Christie,Shared Games with Mo Bamba,Shared Games with Troy Brown Jr.,Shared Games with Wenyen Gabriel,Anthony Davis,Austin Reaves,Cole Swider,Davon Reed,Dennis Schröder,Jarred Vanderbilt,Kendrick Nunn,LeBron James,Lonnie Walker IV,Malik Beasley,Max Christie,Mo Bamba,Onyeka Okongwu,Scotty Pippen Jr.,Shaquille Harrison,Sterling Brown,Tristan Thompson,Troy Brown Jr.,Wenyen Gabriel,co_inf with Anthony Davis,co_inf with Austin Reaves,co_inf with Cole Swider,co_inf with Davon Reed,co_inf with Dennis Schröder,co_inf with Jarred Vanderbilt,co_inf with Kendrick Nunn,co_inf with LeBron James,co_inf with Lonnie Walker IV,co_inf with Malik Beasley,co_inf with Max Christie,co_inf with Mo Bamba,co_inf with Onyeka Okongwu,co_inf with Scotty Pippen Jr.,co_inf with Shaquille Harrison,co_inf with Sterling Brown,co_inf with Tristan Thompson,co_inf with Troy Brown Jr.,co_inf with Wenyen Gabriel,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,26-238,MIN,,OKC,W (+7),1,34:35,7.0,16.0,.438,2.0,6.0,.333,4,5.0,.800,0.0,5.0,5.0,2.0,1.0,1.0,4.0,5.0,20.0,9.8,-8,10.0,5.0,0.5,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,4.0,74.0,2.642857142857143,8.2,58.9,2.1035714285714286
1,2,2,2022-10-21,26-240,MIN,,UTA,L (-6),1,39:26,8.0,17.0,.471,3.0,8.0,.375,4,4.0,1.000,1.0,4.0,5.0,7.0,2.0,1.0,3.0,0.0,23.0,20.8,-7,9.0,5.0,0.5555555555555556,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,14.0,71.0,2.5357142857142856,19.200000000000003,75.3,2.689285714285714
2,3,3,2022-10-23,26-242,MIN,@,OKC,W (+10),1,25:48,2.0,5.0,.400,0.0,2.0,.000,2,2.0,1.000,1.0,2.0,3.0,6.0,1.0,0.0,3.0,0.0,6.0,6.8,0,3.0,2.0,0.6666666666666666,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,6.0,76.0,2.7142857142857144,5.999999999999998,78.20000000000002,2.7928571428571436
3,4,4,2022-10-24,26-243,MIN,,SAS,L (-9),1,31:23,8.0,16.0,.500,3.0,6.0,.500,6,6.0,1.000,2.0,3.0,5.0,7.0,2.0,1.0,3.0,2.0,25.0,23.1,-12,10.0,5.0,0.5,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,15.0,87.0,3.107142857142857,20.7,76.2,2.7214285714285715
4,5,5,2022-10-26,26-245,MIN,,SAS,W (+12),1,28:59,5.0,10.0,.500,1.0,4.0,.250,1,4.0,.250,0.0,2.0,2.0,9.0,0.0,1.0,4.0,1.0,12.0,9.0,0,6.0,4.0,0.6666666666666666,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,6.0,93.0,3.321428571428572,8.599999999999998,61.49999999999999,2.196428571428571
5,6,6,2022-10-28,26-247,MIN,,LAL,W (+9),1,30:48,4.0,15.0,.267,2.0,7.0,.286,1,2.0,.500,0.0,4.0,4.0,7.0,7.0,1.0,2.0,1.0,11.0,13.1,+12,8.0,2.0,0.25,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,11.0,82.0,2.9285714285714284,12.699999999999994,89.0,3.1785714285714284
6,7,7,2022-10-30,26-249,MIN,@,SAS,L (-9),1,27:50,5.0,17.0,.294,0.0,7.0,.000,0,0.0,,2.0,3.0,5.0,4.0,0.0,1.0,2.0,4.0,10.0,2.3,0,10.0,5.0,0.5,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,1.0,101.0,3.607142857142857,2.3000000000000025,96.3,3.439285714285714
7,8,8,2022-11-01,26-251,MIN,@,PHO,L (-9),1,22:38,2.0,8.0,.250,1.0,3.0,.333,0,0.0,,0.0,4.0,4.0,4.0,0.0,0.0,4.0,3.0,5.0,-1.0,-20,5.0,1.0,0.2,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,1.0,77.0,2.75,-0.9999999999999992,81.5,2.9107142857142856
8,9,9,2022-11-04,26-254,MIN,,MIL,L (-13),1,27:10,3.0,15.0,.200,2.0,8.0,.250,1,2.0,.500,1.0,2.0,3.0,4.0,0.0,0.0,3.0,0.0,9.0,0.4,-18,7.0,1.0,0.1428571428571428,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,-4.0,59.0,2.107142857142857,-2.664535259100376e-15,63.9,2.282142857142857
9,10,10,2022-11-05,26-255,MIN,,HOU,W (+12),1,26:38,5.0,9.0,.556,1.0,3.0,.333,2,3.0,.667,3.0,3.0,6.0,4.0,2.0,0.0,3.0,4.0,13.0,11.5,+2,6.0,4.0,0.6666666666666666,1,54,40,22,51,54,20,8,21,42,18,28,47,45,33,20,15.0,79.0,52.0,25.0,79.0,65.0,43.0,15.0,29.0,69.0,28.0,38.0,68.0,70.0,54.0,29.0,0.0666666666666666,0.6835443037974683,0.7692307692307693,0.88,0.6455696202531646,0.8307692307692308,0.4651162790697674,0.5333333333333333,0.7241379310344828,0.6086956521739131,0.6428571428571429,0.7368421052631579,0.6911764705882353,0.6428571428571429,0.6111111111111112,0.6896551724137931,12,14,5,13,15,7,9,15,3,5,14,13,56.0,64.0,7.0,43.0,66.0,78.0,70.0,55.0,56.0,81.0,41.0,49.0,80.0,6.0,5.0,4.0,,76.0,68.0,0.2142857142857142,0.21875,0.0,0.1162790697674418,0.1969696969696969,0.1923076923076923,0.0,0.1272727272727272,0.1607142857142857,0.1851851851851851,0.073170731707317,0.1020408163265306,0.0,0.0,0.0,0.0,,0.1842105263157894,0.1911764705882352,28,10.0,58.0,2.071428571428572,10.7,55.9,1.9964285714285714
