Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Blake Wesley,Shared Games with Charles Bassey,Shared Games with Dominick Barlow,Shared Games with Doug McDermott,Shared Games with Gorgui Dieng,Shared Games with Isaiah Roby,Shared Games with Jakob Poeltl,Shared Games with Jeremy Sochan,Shared Games with Josh Richardson,Shared Games with Keita Bates-Diop,Shared Games with Keldon Johnson,Shared Games with Malaki Branham,Shared Games with Romeo Langford,Shared Games with Stanley Johnson,Shared Games with Tre Jones,Shared Games with Zach Collins,Alize Johnson,Blake Wesley,Charles Bassey,Dominick Barlow,Doug McDermott,Gorgui Dieng,Isaiah Roby,Jakob Poeltl,Jeremy Sochan,Jordan Hall,Josh Richardson,Joshua Primo,Keita Bates-Diop,Keldon Johnson,Malaki Branham,Romeo Langford,Stanley Johnson,Tre Jones,Zach Collins,co_inf with Alize Johnson,co_inf with Blake Wesley,co_inf with Charles Bassey,co_inf with Dominick Barlow,co_inf with Doug McDermott,co_inf with Gorgui Dieng,co_inf with Isaiah Roby,co_inf with Jakob Poeltl,co_inf with Jeremy Sochan,co_inf with Jordan Hall,co_inf with Josh Richardson,co_inf with Joshua Primo,co_inf with Keita Bates-Diop,co_inf with Keldon Johnson,co_inf with Malaki Branham,co_inf with Romeo Langford,co_inf with Stanley Johnson,co_inf with Tre Jones,co_inf with Zach Collins,Shared Games with Devonte' Graham,Shared Games with Julian Champagnie,Shared Games with Sandro Mamukelashvili,Devonte' Graham,Julian Champagnie,Justin Jackson,Khem Birch,Sandro Mamukelashvili,co_inf with Devonte' Graham,co_inf with Julian Champagnie,co_inf with Justin Jackson,co_inf with Khem Birch,co_inf with Sandro Mamukelashvili,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,22-057,SAS,,CHO,L (-27),1,28:35,3.0,15.0,.200,0.0,8.0,.000,5,8.0,.625,1.0,1.0,2.0,4.0,1.0,0.0,2.0,1.0,11.0,2.9,-22,7.0,3.0,0.4285714285714285,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,-7.0,49.0,2.5789473684210527,0.8999999999999999,50.69999999999998,2.668421052631578
1,2,2,2022-10-21,22-059,SAS,@,IND,W (+3),1,33:45,7.0,15.0,.467,4.0,7.0,.571,5,6.0,.833,0.0,5.0,5.0,4.0,2.0,0.0,0.0,1.0,23.0,20.8,-9,8.0,3.0,0.375,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,13.0,48.0,2.526315789473684,18.800000000000004,46.6,2.4526315789473685
2,3,3,2022-10-22,22-060,SAS,@,PHI,W (+9),1,34:13,9.0,14.0,.643,4.0,8.0,.500,0,0.0,,0.0,4.0,4.0,3.0,1.0,0.0,1.0,1.0,22.0,18.7,0,6.0,5.0,0.8333333333333334,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,15.0,48.0,2.526315789473684,18.700000000000003,52.3,2.7526315789473683
3,4,4,2022-10-24,22-062,SAS,@,MIN,W (+9),1,33:15,8.0,22.0,.364,5.0,10.0,.500,2,2.0,1.000,0.0,9.0,9.0,7.0,1.0,0.0,1.0,2.0,23.0,17.6,+16,12.0,3.0,0.25,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,15.0,57.0,3.0,16.799999999999997,59.79999999999999,3.147368421052631
4,5,,2022-10-26,22-064,SAS,@,MIN,L (-12),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,68.0,3.5789473684210527,0.0,87.5,4.605263157894737
5,6,,2022-10-28,22-066,SAS,,CHI,W (+5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,67.0,3.526315789473684,0.0,81.3,4.278947368421052
6,7,,2022-10-30,22-068,SAS,,MIN,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,57.0,3.0,0.0,69.6,3.663157894736842
7,8,,2022-11-02,22-071,SAS,,TOR,L (-43),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,,63.0,3.3157894736842106,0.0,57.09999999999999,3.005263157894736
8,9,5,2022-11-04,22-073,SAS,,LAC,L (-7),0,25:13,12.0,16.0,.750,4.0,5.0,.800,1,1.0,1.000,0.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,29.0,21.8,+2,11.0,8.0,0.7272727272727273,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,14.0,51.0,2.6842105263157894,21.4,58.8,3.094736842105263
9,10,6,2022-11-05,22-074,SAS,@,DEN,L (-25),0,24:41,7.0,12.0,.583,4.0,6.0,.667,2,3.0,.667,0.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,20.0,18.3,-21,6.0,3.0,0.5,8,22,8,29,16,25,22,30,20,31,30,25,19,24,33,27,4.0,37.0,35.0,28.0,64.0,31.0,42.0,72.0,56.0,9.0,65.0,4.0,67.0,63.0,66.0,43.0,30.0,68.0,63.0,0.0,0.2162162162162162,0.6285714285714286,0.2857142857142857,0.453125,0.5161290322580645,0.5952380952380952,0.3055555555555556,0.5357142857142857,0.0,0.3076923076923077,0.0,0.4626865671641791,0.4761904761904761,0.3787878787878788,0.4418604651162791,0.8,0.4852941176470588,0.4285714285714285,7,6,9,73.0,17.0,23.0,20.0,43.0,0.0958904109589041,0.3529411764705882,0.0,0.0,0.2093023255813953,19,14.0,52.0,2.736842105263158,17.500000000000004,57.19999999999999,3.0105263157894733
