Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Christian Wood,Shared Games with Dorian Finney-Smith,Shared Games with Dwight Powell,Shared Games with Dāvis Bertāns,Shared Games with Jaden Hardy,Shared Games with JaVale McGee,Shared Games with Josh Green,Shared Games with Luka Dončić,Shared Games with Maxi Kleber,Shared Games with McKinley Wright IV,Shared Games with Reggie Bullock,Shared Games with Spencer Dinwiddie,Shared Games with Theo Pinson,Shared Games with Tim Hardaway Jr.,Shared Games with Tyler Dorsey,Chris Silva,Christian Wood,Dorian Finney-Smith,Dwight Powell,Dāvis Bertāns,Facundo Campazzo,Jaden Hardy,JaVale McGee,Josh Green,Kemba Walker,Luka Dončić,Maxi Kleber,McKinley Wright IV,Reggie Bullock,Spencer Dinwiddie,Theo Pinson,Tim Hardaway Jr.,Tyler Dorsey,co_inf with Chris Silva,co_inf with Christian Wood,co_inf with Dorian Finney-Smith,co_inf with Dwight Powell,co_inf with Dāvis Bertāns,co_inf with Facundo Campazzo,co_inf with Jaden Hardy,co_inf with JaVale McGee,co_inf with Josh Green,co_inf with Kemba Walker,co_inf with Luka Dončić,co_inf with Maxi Kleber,co_inf with McKinley Wright IV,co_inf with Reggie Bullock,co_inf with Spencer Dinwiddie,co_inf with Theo Pinson,co_inf with Tim Hardaway Jr.,co_inf with Tyler Dorsey,Shared Games with Justin Holiday,Shared Games with Kyrie Irving,Shared Games with Markieff Morris,Shared Games with A.J. Lawson,A.J. Lawson,Derrick Favors,Justin Holiday,Kyrie Irving,Markieff Morris,co_inf with Justin Holiday,co_inf with Kyrie Irving,co_inf with Markieff Morris,co_inf with A.J. Lawson,co_inf with Derrick Favors,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,24-083,DAL,@,PHO,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,45.0,2.3684210526315788,0.0,65.50000000000001,3.4473684210526323
1,2,,2022-10-22,24-086,DAL,,MEM,W (+41),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,93.0,4.894736842105263,0.0,115.5,6.078947368421052
2,3,,2022-10-25,24-089,DAL,@,NOP,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,64.0,3.3684210526315788,0.0,90.2,4.747368421052632
3,4,,2022-10-27,24-091,DAL,@,BRK,W (+4),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,70.0,3.684210526315789,0.0,96.6,5.084210526315789
4,5,,2022-10-29,24-093,DAL,,OKC,L (-6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,49.0,2.5789473684210527,0.0,68.29999999999998,3.594736842105262
5,6,,2022-10-30,24-094,DAL,,ORL,W (+9),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,60.0,3.1578947368421053,0.0,93.2,4.905263157894737
6,7,,2022-11-02,24-097,DAL,,UTA,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,79.0,4.157894736842105,0.0,97.7,5.1421052631578945
7,8,,2022-11-04,24-099,DAL,,TOR,W (+1),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,51.0,2.6842105263157894,0.0,57.7,3.0368421052631582
8,9,,2022-11-07,24-102,DAL,,BRK,W (+2),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,46.0,2.421052631578948,0.0,54.99999999999999,2.894736842105263
9,10,,2022-11-09,24-104,DAL,@,ORL,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,35,19,44,33,32,23,26,36,9,20,43,31,35,40,1,1.0,67.0,66.0,76.0,45.0,8.0,48.0,42.0,60.0,9.0,66.0,37.0,27.0,78.0,79.0,40.0,71.0,3.0,0.0,0.5223880597014925,0.2878787878787879,0.5789473684210527,0.7333333333333333,0.0,0.6666666666666666,0.5476190476190477,0.4333333333333333,0.0,0.5454545454545454,0.2432432432432432,0.7407407407407407,0.5512820512820513,0.3924050632911392,0.875,0.5633802816901409,0.3333333333333333,10,11,5,8,15.0,,46.0,60.0,35.0,0.217391304347826,0.1833333333333333,0.1428571428571428,0.5333333333333333,,19,,33.0,1.736842105263158,0.0,42.900000000000006,2.2578947368421054
