Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chima Moneke,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with Neemias Queta,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,Neemias Queta,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with Neemias Queta,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,25-211,SAC,,POR,L (-7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,,75.0,4.166666666666667,0.0,79.69999999999999,4.427777777777777
1,2,1,2022-10-22,25-214,SAC,,LAC,L (-2),0,0:30,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0.0,0.0,,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,0.0,62.0,3.4444444444444446,0.0,79.00000000000001,4.388888888888889
2,3,2,2022-10-23,25-215,SAC,@,GSW,L (-5),0,10:33,1.0,3.0,.333,0.0,1.0,.000,2,2.0,1.000,0.0,4.0,4.0,1.0,1.0,1.0,0.0,2.0,4.0,5.1,+15,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,6.0,72.0,4.0,4.300000000000001,85.5,4.75
3,4,3,2022-10-27,25-219,SAC,,MEM,L (-15),0,13:57,1.0,4.0,.250,0.0,2.0,.000,0,0.0,,0.0,3.0,3.0,2.0,0.0,0.0,0.0,1.0,2.0,1.5,-6,2.0,1.0,0.5,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,3.0,63.0,3.5,1.4999999999999996,78.19999999999999,4.344444444444444
4,5,,2022-10-29,25-221,SAC,,MIA,W (+6),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,,70.0,3.888888888888889,0.0,78.79999999999997,4.377777777777776
5,6,,2022-10-31,25-223,SAC,@,CHO,W (+7),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,,63.0,3.5,0.0,78.1,4.338888888888889
6,7,,2022-11-02,25-225,SAC,@,MIA,L (-3),Did Not Play,Did Not Play,0.0,0.0,Did Not Play,,,Did Not Play,Did Not Play,0.0,Did Not Play,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Did Not Play,Did Not Play,,,,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,,70.0,3.888888888888889,0.0,78.1,4.338888888888889
7,8,4,2022-11-05,25-228,SAC,@,ORL,W (+3),0,10:54,2.0,3.0,.667,0.0,0.0,,2,2.0,1.000,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,6.3,+7,3.0,2.0,0.6666666666666666,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,5.0,61.0,3.388888888888889,5.499999999999999,83.60000000000001,4.644444444444445
8,9,5,2022-11-07,25-230,SAC,@,GSW,L (-3),0,14:46,1.0,3.0,.333,0.0,0.0,,0,0.0,,0.0,2.0,2.0,3.0,0.0,0.0,0.0,2.0,2.0,2.2,+13,3.0,1.0,0.3333333333333333,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,4.0,55.0,3.055555555555556,2.2,74.59999999999998,4.144444444444443
9,10,6,2022-11-09,25-232,SAC,,CLE,W (+7),0,12:38,3.0,5.0,.600,0.0,2.0,.000,0,0.0,,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,6.0,3.7,-8,3.0,3.0,1.0,19,2,64,58,64,66,65,16,59,25,63,27,3,11,31,54,58,26.0,2.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,5.0,16.0,42.0,64.0,74.0,0.7307692307692307,1.0,0.8,0.7945205479452054,0.0,0.810126582278481,0.8048780487804879,0.8125,1.0,0.7866666666666666,0.7142857142857143,0.8181818181818182,0.84375,0.6,0.6875,0.7380952380952381,0.84375,0.7837837837837838,18,12.0,36.0,0.5,0.0,18,2.0,75.0,4.166666666666667,3.6999999999999993,98.9,5.4944444444444445
