Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Alex Len,Shared Games with Chimezie Metu,Shared Games with Davion Mitchell,Shared Games with De'Aaron Fox,Shared Games with Domantas Sabonis,Shared Games with Harrison Barnes,Shared Games with Keegan Murray,Shared Games with Keon Ellis,Shared Games with Kevin Huerter,Shared Games with KZ Okpala,Shared Games with Malik Monk,Shared Games with Matthew Dellavedova,Shared Games with PJ Dozier,Shared Games with Richaun Holmes,Shared Games with Terence Davis,Shared Games with Trey Lyles,Alex Len,Chima Moneke,Chimezie Metu,Davion Mitchell,De'Aaron Fox,Deonte Burton,Domantas Sabonis,Harrison Barnes,Keegan Murray,Keon Ellis,Kevin Huerter,KZ Okpala,Malik Monk,Matthew Dellavedova,PJ Dozier,Richaun Holmes,Terence Davis,Trey Lyles,co_inf with Alex Len,co_inf with Chima Moneke,co_inf with Chimezie Metu,co_inf with Davion Mitchell,co_inf with De'Aaron Fox,co_inf with Deonte Burton,co_inf with Domantas Sabonis,co_inf with Harrison Barnes,co_inf with Keegan Murray,co_inf with Keon Ellis,co_inf with Kevin Huerter,co_inf with KZ Okpala,co_inf with Malik Monk,co_inf with Matthew Dellavedova,co_inf with PJ Dozier,co_inf with Richaun Holmes,co_inf with Terence Davis,co_inf with Trey Lyles,Shared Games with Kessler Edwards,JD Davison,Kessler Edwards,co_inf with Kessler Edwards,co_inf with JD Davison,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,23-098,SAC,,POR,L (-7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,75.0,4.411764705882353,0.0,79.69999999999999,4.688235294117646
1,2,,2022-10-22,23-101,SAC,,LAC,L (-2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,62.0,3.647058823529412,0.0,79.00000000000001,4.647058823529413
2,3,,2022-10-23,23-102,SAC,@,GSW,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,78.0,4.588235294117647,0.0,89.8,5.2823529411764705
3,4,,2022-10-27,23-106,SAC,,MEM,L (-15),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,66.0,3.882352941176471,0.0,79.89999999999999,4.699999999999999
4,5,,2022-10-29,23-108,SAC,,MIA,W (+6),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,70.0,4.117647058823529,0.0,78.79999999999997,4.635294117647057
5,6,,2022-10-31,23-110,SAC,@,CHO,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,63.0,3.7058823529411766,0.0,78.1,4.594117647058823
6,7,,2022-11-02,23-112,SAC,@,MIA,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,70.0,4.117647058823529,0.0,78.1,4.594117647058823
7,8,,2022-11-05,23-115,SAC,@,ORL,W (+3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,66.0,3.882352941176471,0.0,89.10000000000001,5.241176470588236
8,9,,2022-11-07,23-117,SAC,@,GSW,L (-3),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,59.0,3.4705882352941178,0.0,76.79999999999997,4.517647058823528
9,10,,2022-11-09,23-119,SAC,,CLE,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,1,3,4,5,5,5,5,2,5,3,5,1,2,3,5,5,26.0,2.0,66.0,80.0,73.0,2.0,79.0,82.0,80.0,16.0,75.0,35.0,77.0,32.0,16.0,42.0,64.0,74.0,0.0384615384615384,0.0,0.0454545454545454,0.05,0.0684931506849315,0.0,0.0632911392405063,0.0609756097560975,0.0625,0.125,0.0666666666666666,0.0857142857142857,0.0649350649350649,0.03125,0.125,0.0714285714285714,0.078125,0.0675675675675675,1,12.0,36.0,0.0277777777777777,0.0,17,,77.0,4.529411764705882,0.0,102.6,6.035294117647059
