Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Admiral Schofield,Shared Games with Bol Bol,Shared Games with Caleb Houstan,Shared Games with Chuma Okeke,Shared Games with Cole Anthony,Shared Games with Franz Wagner,Shared Games with Gary Harris,Shared Games with Jalen Suggs,Shared Games with Jonathan Isaac,Shared Games with Kevon Harris,Shared Games with Markelle Fultz,Shared Games with Mo Bamba,Shared Games with Moritz Wagner,Shared Games with Paolo Banchero,Shared Games with R.J. Hampton,Shared Games with Terrence Ross,Admiral Schofield,Bol Bol,Caleb Houstan,Chuma Okeke,Cole Anthony,Franz Wagner,Gary Harris,Jalen Suggs,Jay Scrubb,Jonathan Isaac,Kevon Harris,Markelle Fultz,Michael Carter-Williams,Mo Bamba,Moritz Wagner,Paolo Banchero,R.J. Hampton,Terrence Ross,co_inf with Admiral Schofield,co_inf with Bol Bol,co_inf with Caleb Houstan,co_inf with Chuma Okeke,co_inf with Cole Anthony,co_inf with Franz Wagner,co_inf with Gary Harris,co_inf with Jalen Suggs,co_inf with Jay Scrubb,co_inf with Jonathan Isaac,co_inf with Kevon Harris,co_inf with Markelle Fultz,co_inf with Michael Carter-Williams,co_inf with Mo Bamba,co_inf with Moritz Wagner,co_inf with Paolo Banchero,co_inf with R.J. Hampton,co_inf with Terrence Ross,Shared Games with Goga Bitadze,Derrick White,Goga Bitadze,co_inf with Goga Bitadze,co_inf with Derrick White,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,23-186,ORL,@,DET,L (-4),1,32:39,5.0,8.0,.625,1.0,2.0,.500,0,0.0,,0.0,11.0,11.0,3.0,1.0,1.0,3.0,4.0,11.0,9.9,0,6.0,4.0,0.6666666666666666,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,16.0,47.0,2.764705882352941,9.9,48.99999999999999,2.88235294117647
1,2,2,2022-10-21,23-188,ORL,@,ATL,L (-10),1,32:57,4.0,13.0,.308,0.0,7.0,.000,6,7.0,.857,1.0,7.0,8.0,2.0,0.0,0.0,2.0,4.0,14.0,6.7,-12,6.0,4.0,0.6666666666666666,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,2.0,43.0,2.5294117647058822,4.300000000000001,46.19999999999999,2.7176470588235286
2,3,3,2022-10-22,23-189,ORL,,BOS,L (-6),1,34:56,6.0,13.0,.462,1.0,1.0,1.000,2,4.0,.500,5.0,7.0,12.0,5.0,0.0,1.0,3.0,5.0,15.0,12.3,-4,12.0,5.0,0.4166666666666667,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,13.0,81.0,4.764705882352941,11.5,69.7,4.1000000000000005
3,4,4,2022-10-24,23-191,ORL,@,NYK,L (-13),1,33:36,5.0,10.0,.500,2.0,5.0,.400,5,6.0,.833,4.0,7.0,11.0,1.0,1.0,0.0,1.0,3.0,17.0,16.0,-11,5.0,3.0,0.6,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,13.0,31.0,1.8235294117647056,14.000000000000004,45.79999999999999,2.694117647058823
4,5,5,2022-10-26,23-193,ORL,@,CLE,L (-11),1,32:48,4.0,9.0,.444,0.0,3.0,.000,4,4.0,1.000,3.0,5.0,8.0,1.0,0.0,0.0,3.0,6.0,12.0,6.2,-13,6.0,4.0,0.6666666666666666,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,5.0,42.0,2.4705882352941178,4.599999999999998,43.10000000000001,2.535294117647059
5,6,6,2022-10-28,23-195,ORL,,CHO,W (+20),1,25:36,6.0,13.0,.462,0.0,3.0,.000,3,4.0,.750,0.0,5.0,5.0,4.0,2.0,0.0,1.0,1.0,15.0,12.8,+20,10.0,6.0,0.6,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,8.0,63.0,3.7058823529411766,11.6,50.89999999999999,2.994117647058823
6,7,7,2022-10-30,23-197,ORL,@,DAL,L (-9),1,32:35,5.0,10.0,.500,1.0,3.0,.333,4,6.0,.667,3.0,6.0,9.0,4.0,0.0,0.0,2.0,1.0,15.0,13.5,-6,7.0,4.0,0.5714285714285714,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,10.0,37.0,2.176470588235294,11.900000000000002,37.3,2.1941176470588233
7,8,8,2022-11-01,23-199,ORL,@,OKC,L (-8),1,35:26,10.0,15.0,.667,2.0,2.0,1.000,8,8.0,1.000,5.0,7.0,12.0,2.0,2.0,1.0,2.0,3.0,30.0,30.0,+4,13.0,8.0,0.6153846153846154,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,22.0,46.0,2.7058823529411766,26.800000000000004,41.99999999999998,2.4705882352941164
8,9,9,2022-11-03,23-201,ORL,,GSW,W (+1),1,33:19,4.0,9.0,.444,2.0,4.0,.500,4,6.0,.667,2.0,7.0,9.0,2.0,1.0,1.0,2.0,3.0,14.0,11.9,-2,5.0,2.0,0.4,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,10.0,56.0,3.294117647058824,10.299999999999995,72.6,4.270588235294118
9,10,10,2022-11-05,23-203,ORL,,SAC,L (-3),1,38:53,6.0,9.0,.667,1.0,3.0,.333,4,4.0,1.000,0.0,9.0,9.0,6.0,1.0,0.0,4.0,6.0,17.0,14.6,+14,6.0,5.0,0.8333333333333334,17,45,35,21,43,56,41,43,10,15,42,26,37,52,14,25,37.0,70.0,51.0,27.0,60.0,80.0,48.0,53.0,2.0,11.0,34.0,60.0,4.0,49.0,57.0,72.0,47.0,63.0,0.4594594594594595,0.6428571428571429,0.6862745098039216,0.7777777777777778,0.7166666666666667,0.7,0.8541666666666666,0.8113207547169812,0.0,0.9090909090909092,0.4411764705882353,0.7,0.0,0.5306122448979592,0.6491228070175439,0.7222222222222222,0.2978723404255319,0.3968253968253968,13,82.0,38.0,0.3421052631578947,0.0,17,16.0,70.0,4.117647058823529,12.999999999999991,77.4,4.552941176470589
