Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Bryce McGowens,Shared Games with Cody Martin,Shared Games with Dennis Smith Jr.,Shared Games with Gordon Hayward,Shared Games with Jalen McDaniels,Shared Games with James Bouknight,Shared Games with JT Thor,Shared Games with Kai Jones,Shared Games with Kelly Oubre Jr.,Shared Games with Kobi Simmons,Shared Games with LaMelo Ball,Shared Games with Mark Williams,Shared Games with Mason Plumlee,Shared Games with Nick Richards,Shared Games with Terry Rozier,Shared Games with Théo Maledon,Bryce McGowens,Cody Martin,Dennis Smith Jr.,Gordon Hayward,Jalen McDaniels,James Bouknight,JT Thor,Kai Jones,Kelly Oubre Jr.,Kobi Simmons,LaMelo Ball,Mark Williams,Mason Plumlee,Nick Richards,Terry Rozier,Théo Maledon,Xavier Sneed,co_inf with Bryce McGowens,co_inf with Cody Martin,co_inf with Dennis Smith Jr.,co_inf with Gordon Hayward,co_inf with Jalen McDaniels,co_inf with James Bouknight,co_inf with JT Thor,co_inf with Kai Jones,co_inf with Kelly Oubre Jr.,co_inf with Kobi Simmons,co_inf with LaMelo Ball,co_inf with Mark Williams,co_inf with Mason Plumlee,co_inf with Nick Richards,co_inf with Terry Rozier,co_inf with Théo Maledon,co_inf with Xavier Sneed,Shared Games with Reggie Jackson,Shared Games with Svi Mykhailiuk,De'Andre Hunter,Svi Mykhailiuk,co_inf with De'Andre Hunter,co_inf with Svi Mykhailiuk,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,24-057,CHO,@,SAS,W (+27),1,29:51,7.0,12.0,.583,3.0,4.0,.750,0,0.0,,2.0,5.0,7.0,4.0,0.0,3.0,1.0,2.0,17.0,17.4,+29,8.0,4.0,0.5,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,18.0,63.0,3.5,17.400000000000002,83.89999999999999,4.6611111111111105
1,2,2,2022-10-21,24-059,CHO,,NOP,L (-12),1,29:21,4.0,13.0,.308,2.0,8.0,.250,0,0.0,,2.0,1.0,3.0,2.0,1.0,1.0,3.0,5.0,10.0,2.3,-24,5.0,2.0,0.4,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,1.0,51.0,2.833333333333333,2.3000000000000025,68.4,3.8000000000000003
2,3,3,2022-10-23,24-061,CHO,@,ATL,W (+17),1,21:53,4.0,8.0,.500,2.0,4.0,.500,2,2.0,1.000,1.0,2.0,3.0,1.0,0.0,0.0,2.0,4.0,12.0,6.4,0,4.0,2.0,0.5,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,4.0,80.0,4.444444444444445,5.599999999999998,96.5,5.361111111111111
3,4,4,2022-10-26,24-064,CHO,@,NYK,L (-3),1,37:50,5.0,14.0,.357,4.0,8.0,.500,3,4.0,.750,0.0,5.0,5.0,1.0,1.0,0.0,2.0,1.0,17.0,9.6,-1,6.0,1.0,0.1666666666666666,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,4.0,55.0,3.055555555555556,8.4,74.8,4.155555555555555
4,5,5,2022-10-28,24-066,CHO,@,ORL,L (-20),1,22:29,2.0,9.0,.222,1.0,6.0,.167,0,0.0,,0.0,1.0,1.0,0.0,0.0,3.0,1.0,3.0,5.0,-0.3,-19,3.0,1.0,0.3333333333333333,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,-1.0,44.0,2.4444444444444446,-0.3000000000000007,57.89999999999999,3.2166666666666663
5,6,6,2022-10-29,24-067,CHO,,GSW,W (+7),1,40:07,13.0,23.0,.565,1.0,6.0,.167,4,4.0,1.000,1.0,6.0,7.0,1.0,1.0,0.0,1.0,4.0,31.0,21.7,+2,17.0,12.0,0.7058823529411765,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,12.0,37.0,2.055555555555556,20.100000000000005,54.2,3.011111111111111
6,7,7,2022-10-31,24-069,CHO,,SAC,L (-7),1,36:32,12.0,21.0,.571,3.0,4.0,.750,1,2.0,.500,1.0,4.0,5.0,3.0,0.0,2.0,2.0,3.0,28.0,19.9,-8,17.0,9.0,0.5294117647058824,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,13.0,46.0,2.555555555555556,19.500000000000004,46.3,2.572222222222222
7,8,8,2022-11-02,24-071,CHO,@,CHI,L (-18),1,31:22,3.0,10.0,.300,0.0,2.0,.000,2,2.0,1.000,2.0,5.0,7.0,3.0,0.0,1.0,4.0,2.0,8.0,3.1,-17,8.0,3.0,0.375,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,3.0,38.0,2.111111111111111,2.299999999999999,54.80000000000001,3.044444444444445
8,9,9,2022-11-04,24-073,CHO,@,MEM,L (-31),1,27:26,2.0,15.0,.133,1.0,7.0,.143,5,6.0,.833,2.0,2.0,4.0,0.0,0.0,1.0,2.0,1.0,10.0,0.2,-29,8.0,1.0,0.125,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,-8.0,50.0,2.7777777777777777,-1.8000000000000005,64.39999999999999,3.5777777777777775
9,10,10,2022-11-05,24-074,CHO,,BRK,L (-4),1,34:01,5.0,11.0,.455,3.0,6.0,.500,5,7.0,.714,0.0,3.0,3.0,2.0,0.0,4.0,0.0,1.0,18.0,16.2,+1,5.0,2.0,0.4,38,7,50,45,55,29,60,37,43,5,33,36,55,57,58,39,46.0,7.0,54.0,50.0,80.0,34.0,69.0,46.0,48.0,5,36.0,43.0,79.0,65.0,63.0,44.0,4.0,0.8260869565217391,1.0,0.925925925925926,0.9,0.6875,0.8529411764705882,0.8695652173913043,0.8043478260869565,0.8958333333333334,1.0,0.9166666666666666,0.8372093023255814,0.6962025316455697,0.8769230769230769,0.9206349206349206,0.8863636363636364,0.0,31,14,67.0,32.0,0.0,0.4375,18,9.0,21.0,1.1666666666666667,14.199999999999998,29.800000000000008,1.655555555555556
