Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Aaron Gordon,Shared Games with Bones Hyland,Shared Games with Bruce Brown,Shared Games with Davon Reed,Shared Games with DeAndre Jordan,Shared Games with Ish Smith,Shared Games with Jack White,Shared Games with Jamal Murray,Shared Games with Jeff Green,Shared Games with Kentavious Caldwell-Pope,Shared Games with Michael Porter Jr.,Shared Games with Nikola Jokić,Shared Games with Peyton Watson,Shared Games with Vlatko Čančar,Shared Games with Zeke Nnaji,Aaron Gordon,Bones Hyland,Bruce Brown,Collin Gillespie,Davon Reed,DeAndre Jordan,Ish Smith,Jack White,Jamal Murray,Jeff Green,Kentavious Caldwell-Pope,Michael Porter Jr.,Nikola Jokić,Peyton Watson,Vlatko Čančar,Zeke Nnaji,co_inf with Aaron Gordon,co_inf with Bones Hyland,co_inf with Bruce Brown,co_inf with Collin Gillespie,co_inf with Davon Reed,co_inf with DeAndre Jordan,co_inf with Ish Smith,co_inf with Jack White,co_inf with Jamal Murray,co_inf with Jeff Green,co_inf with Kentavious Caldwell-Pope,co_inf with Michael Porter Jr.,co_inf with Nikola Jokić,co_inf with Peyton Watson,co_inf with Vlatko Čančar,co_inf with Zeke Nnaji,Shared Games with Reggie Jackson,Shared Games with Thomas Bryant,Donovan Williams,Reggie Jackson,Thomas Bryant,co_inf with Reggie Jackson,co_inf with Donovan Williams,co_inf with Thomas Bryant,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,21-185,DEN,@,UTA,L (-21),0,1:46,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.4,-6,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,0.0,51.0,3.0,-0.4,66.39999999999999,3.905882352941176
1,2,2,2022-10-21,21-187,DEN,@,GSW,W (+5),0,22:46,2.0,5.0,.400,0.0,1.0,.000,0,0.0,,2.0,3.0,5.0,3.0,3.0,0.0,1.0,1.0,4.0,7.3,+14,4.0,2.0,0.5,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,9.0,79.0,4.647058823529412,7.299999999999999,93.9,5.523529411764706
2,3,3,2022-10-22,21-188,DEN,,OKC,W (+5),0,16:29,3.0,5.0,.600,3.0,4.0,.750,0,0.0,,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,9.0,8.7,-14,1.0,0.0,0.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,73.0,4.294117647058823,8.7,83.69999999999999,4.923529411764705
3,4,4,2022-10-24,21-190,DEN,@,POR,L (-25),0,12:39,0.0,2.0,.000,0.0,1.0,.000,0,0.0,,1.0,2.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.5,-6,1.0,0.0,0.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,1.0,61.0,3.588235294117647,-0.5000000000000001,70.30000000000001,4.135294117647059
4,5,5,2022-10-26,21-192,DEN,,LAL,W (+11),0,25:05,4.0,6.0,.667,0.0,1.0,.000,1,2.0,.500,2.0,3.0,5.0,0.0,0.0,0.0,1.0,1.0,9.0,6.9,+2,5.0,4.0,0.8,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,5.0,99.0,5.823529411764706,6.500000000000001,105.1,6.18235294117647
5,6,6,2022-10-28,21-194,DEN,,UTA,W (+16),0,32:25,4.0,7.0,.571,1.0,3.0,.333,1,2.0,.500,2.0,4.0,6.0,1.0,0.0,1.0,1.0,1.0,10.0,8.9,+16,4.0,3.0,0.75,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,8.0,55.0,3.235294117647059,8.499999999999998,61.39999999999999,3.6117647058823525
6,7,7,2022-10-30,21-196,DEN,@,LAL,L (-11),0,12:57,0.0,3.0,.000,0.0,2.0,.000,0,0.0,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,-1.1,-20,1.0,0.0,0.0,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,-1.0,71.0,4.176470588235294,-1.0999999999999996,85.19999999999999,5.011764705882352
7,8,8,2022-11-03,21-200,DEN,@,OKC,W (+12),0,7:16,1.0,1.0,1.000,1.0,1.0,1.000,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.6,+2,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,3.0,89.0,5.235294117647059,2.6,100.69999999999996,5.9235294117647035
8,9,9,2022-11-05,21-202,DEN,,SAS,W (+25),0,14:27,1.0,4.0,.250,0.0,1.0,.000,0,0.0,,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.9,-10,3.0,1.0,0.3333333333333333,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,1.0,94.0,5.529411764705882,0.9000000000000004,100.4,5.905882352941177
9,10,10,2022-11-07,21-204,DEN,@,SAS,W (+6),0,2:30,0.0,0.0,,0.0,0.0,,0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,-0.3,+3,0.0,0.0,,62,37,74,34,36,42,17,59,52,70,57,64,23,58,50,68.0,56.0,80.0,,43.0,39.0,43.0,17.0,65.0,56.0,76.0,62.0,69.0,23.0,60.0,53.0,0.9117647058823528,0.6607142857142857,0.925,,0.7906976744186046,0.9230769230769232,0.9767441860465116,1.0,0.9076923076923076,0.9285714285714286,0.9210526315789472,0.9193548387096774,0.927536231884058,1.0,0.9666666666666668,0.9433962264150944,13,17,2.0,68.0,59.0,0.1911764705882352,0.0,0.288135593220339,17,0.0,80.0,4.705882352941177,-0.3,92.0,5.411764705882353
