Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jerami Grant,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,Jerami Grant,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with Jerami Grant,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,,2022-10-19,21-344,POR,@,SAC,W (+7),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,100.0,5.555555555555555,0.0,78.69999999999999,4.372222222222222
1,2,,2022-10-21,21-346,POR,,PHO,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,79.0,4.388888888888889,0.0,60.79999999999999,3.3777777777777773
2,3,,2022-10-23,21-348,POR,@,LAL,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,101.0,5.611111111111111,0.0,59.50000000000001,3.305555555555556
3,4,,2022-10-24,21-349,POR,,DEN,W (+25),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,109.0,6.055555555555555,0.0,105.3,5.85
4,5,,2022-10-26,21-351,POR,,MIA,L (-21),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,56.0,3.111111111111111,0.0,47.2,2.6222222222222222
5,6,,2022-10-28,21-353,POR,,HOU,W (+14),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,118.0,6.555555555555555,0.0,107.40000000000002,5.966666666666668
6,7,,2022-11-02,21-358,POR,,MEM,L (-5),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,62.0,3.4444444444444446,0.0,68.0,3.7777777777777777
7,8,,2022-11-04,21-360,POR,@,PHO,W (+2),Inactive,Inactive,0.0,0.0,Inactive,,,Inactive,Inactive,0.0,Inactive,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,Inactive,Inactive,,,,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,,88.0,4.888888888888889,0.0,87.60000000000001,4.866666666666667
8,9,1,2022-11-05,21-361,POR,@,PHO,L (-20),0,15:32,2.0,7.0,.286,0.0,2.0,.000,5,6.0,.833,1.0,3.0,4.0,1.0,0.0,0.0,0.0,2.0,9.0,6.0,+7,5.0,2.0,0.4,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,1.0,39.0,2.1666666666666665,4.0,35.9,1.9944444444444445
9,10,2,2022-11-07,21-363,POR,@,MIA,W (+3),0,13:00,1.0,3.0,.333,0.0,0.0,,0,0.0,,1.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,0,3.0,1.0,0.3333333333333333,46,44,58,11,13,44,46,14,35,21,35,31,39,60,62.0,1,58.0,78.0,22.0,16.0,56.0,5,63.0,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,0.7419354838709677,0.0,0.7586206896551724,0.7435897435897436,0.5,0.8125,0.7857142857142857,0.0,0.7301587301587301,0.7368421052631579,0.4605263157894737,0.0,0.7241379310344828,0.6730769230769231,0.775,0.7222222222222222,0.0,0.75,0.0,0.0,16,17,19,7,40.0,74.0,63.0,71.0,20.0,0.2539682539682539,0.425,0.0,0.2676056338028169,0.35,18,4.0,63.0,3.5,3.0,74.9,4.161111111111111
