Unnamed: 0,Rk,G,Date,Age,Tm,Unnamed: 5,Opp,Unnamed: 7,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,2PA,2P,2P%,Shared Games with Anfernee Simons,Shared Games with Chance Comanche,Shared Games with Damian Lillard,Shared Games with Drew Eubanks,Shared Games with Gary Payton II,Shared Games with Greg Brown III,Shared Games with Jabari Walker,Shared Games with Jeenathan Williams,Shared Games with John Butler,Shared Games with Josh Hart,Shared Games with Justin Minaya,Shared Games with Justise Winslow,Shared Games with Jusuf Nurkić,Shared Games with Keon Johnson,Shared Games with Nassir Little,Shared Games with Shaedon Sharpe,Shared Games with Skylar Mays,Shared Games with Trendon Watford,Anfernee Simons,Chance Comanche,Damian Lillard,Drew Eubanks,Gary Payton II,Greg Brown III,Jabari Walker,Jeenathan Williams,John Butler,Josh Hart,Justin Minaya,Justise Winslow,Jusuf Nurkić,Keon Johnson,Nassir Little,Olivier Sarr,Shaedon Sharpe,Shaquille Harrison,Skylar Mays,Trendon Watford,co_inf with Anfernee Simons,co_inf with Chance Comanche,co_inf with Damian Lillard,co_inf with Drew Eubanks,co_inf with Gary Payton II,co_inf with Greg Brown III,co_inf with Jabari Walker,co_inf with Jeenathan Williams,co_inf with John Butler,co_inf with Josh Hart,co_inf with Justin Minaya,co_inf with Justise Winslow,co_inf with Jusuf Nurkić,co_inf with Keon Johnson,co_inf with Nassir Little,co_inf with Olivier Sarr,co_inf with Shaedon Sharpe,co_inf with Shaquille Harrison,co_inf with Skylar Mays,co_inf with Trendon Watford,Shared Games with Kevin Knox,Shared Games with Cam Reddish,Shared Games with Matisse Thybulle,Shared Games with Ryan Arcidiacono,Cam Reddish,Jayson Tatum,Kevin Knox,Matisse Thybulle,Ryan Arcidiacono,co_inf with Kevin Knox,co_inf with Cam Reddish,co_inf with Jayson Tatum,co_inf with Matisse Thybulle,co_inf with Ryan Arcidiacono,Total Shared Players,CO_EFF,EFF,avg_EFF,CO_HGS,HGS,avg_HGS
0,1,1,2022-10-19,28-221,POR,@,SAC,W (+7),1,35:20,5.0,11.0,.455,3.0,3.0,1.000,10,13.0,.769,2.0,6.0,8.0,1.0,2.0,0.0,1.0,4.0,23.0,19.4,+7,8.0,2.0,0.25,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,9.0,91.0,4.136363636363637,15.4,93.7,4.259090909090909
1,2,2,2022-10-21,28-223,POR,,PHO,W (+2),1,40:06,3.0,7.0,.429,1.0,2.0,.500,1,4.0,.250,0.0,4.0,4.0,2.0,0.0,2.0,1.0,1.0,8.0,5.7,-4,5.0,2.0,0.4,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,4.0,75.0,3.409090909090909,5.300000000000001,81.1,3.686363636363636
2,3,3,2022-10-23,28-225,POR,@,LAL,W (+2),1,34:42,5.0,11.0,.455,2.0,3.0,.667,4,4.0,1.000,0.0,2.0,2.0,1.0,0.0,0.0,1.0,3.0,16.0,9.4,0,8.0,3.0,0.375,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,3.0,98.0,4.454545454545454,7.800000000000001,88.4,4.0181818181818185
3,4,4,2022-10-24,28-226,POR,,DEN,W (+25),1,35:30,7.0,13.0,.538,1.0,6.0,.167,6,7.0,.857,0.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,21.0,14.9,+19,7.0,6.0,0.8571428571428571,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,4.0,105.0,4.7727272727272725,12.500000000000002,107.09999999999998,4.868181818181817
4,5,5,2022-10-26,28-228,POR,,MIA,L (-21),1,28:11,4.0,10.0,.400,1.0,5.0,.200,2,5.0,.400,0.0,3.0,3.0,4.0,0.0,0.0,3.0,0.0,11.0,5.1,-11,5.0,3.0,0.6,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,0.0,56.0,2.5454545454545454,4.300000000000001,62.8,2.8545454545454545
5,6,6,2022-10-28,28-230,POR,,HOU,W (+14),1,35:01,5.0,11.0,.455,2.0,6.0,.333,3,4.0,.750,1.0,4.0,5.0,4.0,2.0,1.0,3.0,2.0,15.0,12.5,+22,5.0,3.0,0.6,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,9.0,109.0,4.954545454545454,11.3,115.80000000000004,5.2636363636363654
6,7,7,2022-11-02,28-235,POR,,MEM,L (-5),1,38:17,7.0,18.0,.389,3.0,9.0,.333,6,7.0,.857,0.0,5.0,5.0,3.0,0.0,1.0,4.0,1.0,23.0,12.7,+8,9.0,4.0,0.4444444444444444,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,3.0,59.0,2.6818181818181817,10.3,57.7,2.622727272727273
7,8,8,2022-11-04,28-237,POR,@,PHO,W (+2),1,38:42,10.0,17.0,.588,1.0,3.0,.333,9,11.0,.818,0.0,2.0,2.0,5.0,0.0,1.0,3.0,3.0,30.0,21.9,-2,14.0,9.0,0.6428571428571429,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,7.0,81.0,3.6818181818181817,18.300000000000008,69.3,3.15
8,9,9,2022-11-05,28-238,POR,@,PHO,L (-20),1,25:59,4.0,10.0,.400,1.0,1.0,1.000,5,6.0,.833,2.0,3.0,5.0,3.0,0.0,1.0,3.0,1.0,14.0,9.9,-19,9.0,3.0,0.3333333333333333,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,4.0,36.0,1.6363636363636365,7.899999999999999,32.0,1.4545454545454546
9,10,10,2022-11-07,28-240,POR,@,MIA,W (+3),1,34:59,9.0,15.0,.600,5.0,8.0,.625,0,0.0,,1.0,5.0,6.0,2.0,0.0,1.0,3.0,3.0,23.0,16.2,+3,7.0,4.0,0.5714285714285714,55,1,50,61,15,15,39,5,8,49,4,27,47,31,43,62,6,46,62.0,1,58.0,78.0,22.0,16.0,56.0,5,19.0,76.0,4,29.0,52.0,40.0,54.0,9.0,80.0,5.0,6,62.0,0.8870967741935484,1.0,0.8620689655172413,0.782051282051282,0.6818181818181818,0.9375,0.6964285714285714,1.0,0.4210526315789473,0.6447368421052632,1.0,0.9310344827586208,0.903846153846154,0.775,0.7962962962962963,0.0,0.775,0.0,1.0,0.7419354838709677,5,9,11,1,40.0,74.0,63.0,71.0,20.0,0.0793650793650793,0.225,0.0,0.1549295774647887,0.05,22,14.0,53.0,2.409090909090909,16.2,61.70000000000002,2.804545454545455
